Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: C2.raw (F17)	Area: C4.raw (F18)	Area: C6.raw (F19)	Area: A1.raw (F1)	Area: A3.raw (F3)	Area: A5.raw (F5)	Area: D1.raw (F20)	Area: D3.raw (F22)	Area: D5.raw (F24)	Area: B1.raw (F7)	Area: B3.raw (F9)	Area: B5.raw (F11)	Area: B2.raw (F8)	Area: B4.raw (F10)	Area: B6.raw (F12)	Area: D2.raw (F21)	Area: D4.raw (F23)	Area: D6.raw (F25)	Area: A2.raw (F2)	Area: A4.raw (F4)	Area: A6.raw (F6)
Compound2042					297.62434	35.655	24837568.8114229	10048098.0511693	12775950.7877869	41119683.7326374	55290491.7917506	60937809.639266	13163868.6724752	12962863.8459244	7242217.41275156	6796287.96467944	9256448.50700377	64919936.7909308	20563369.6759554	22915367.8928535	12022454.2895311	62105020.3506422	29307819.9137727	18364978.6409296	104310761.661067	10611543.1108216	17902930.3695588
Compound2043					297.62438	35.297	18126403.3382272	50794227.6179517	26342076.5006713	97818019.0962343	38755955.1027328	22970252.7778688	21404442.2577646	14591601.5882295	19067567.6167171	40977128.7508954	37414419.4658738	43260077.9645618	41118170.5452859	37357348.3533455	31998008.976682	30158386.5230379	22350925.8125975	13640742.9474104	93227888.746417	44014389.3509301	100115996.487575
Compound2044		C9 H19 F N4 O2 S2			298.09291	10.932	6404360.64612193	7371854.25680046	6385553.0561867	14452966.6829109	15904082.0195038	19924626.4379045	34488649.9790421	25392698.4802858	11013637.6050193	19861650.4834986	32413648.594039	42247055.3248573	46838595.8547645	31799735.3373824	34454202.0668503	4100606.69575322	33609150.7096995	19423699.0299346	20971347.1970287	20059525.3610916	24122895.9512493
Compound2045	Ostruthin	C19 H22 O3			298.16027	35.207	89092687.1889566	501288229.231925	159235975.197065	271892643.444506	237129198.438646	719161809.873654	219093380.774406	194042122.070787	292708283.584707	156748532.402972	554698278.186692	1357502228.91901	425660659.315458	4530159307.23347	139135965.170524	1350569644.11005	762254435.98999	137101752.05679	13612681522.4326	197290261.739551	378708902.505865
Compound2046	Minaprine	C17 H22 N4 O			298.18222	14.475	78500384.6188176	99406181.7435671	155003115.263462	70220918.7973242	106244883.763637	47440907.6942964	335900838.365398	71518334.7026069	74251490.7381112	291406664.980832	103170827.797683	180082798.214186	107453788.087431	51017042.1851849	156078380.235294	228799201.089564	357025405.864336	180702219.083894	52831171.6355178	165736049.794314	270474796.96431
Compound2047		C13 H26 N6 O2			298.21132	15.977	58571275.0500102	93918629.0014822	87998074.5843619	3681018.25129986	3241413.66814872	3261360.19177975	7549507.63193523	3931221.40278665	72729366.7654643	5352094.31122766	7695805.50418906	9544421.35023528	6441437.95742332	4004379.68822069	5660263.33570704	58129691.1271562	7908532.04537359	4550445.9464375	68754413.2391892	135723089.064141	53923602.4191906
Compound2048	phosphopantothenic acid; 	C9 H18 N O8 P; C5 H14 F4 N5 O3 P	Metabolic pathways;Pantothenate and CoA biosynthesis;Other; Metabolic pathways;Other	Superpathway of coenzyme A biosynthesis I;Superpathways of coenzyme A biosynthesis I;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of coenzyme A biosynthesis III (mammals);Superpathways of coenzyme A biosynthesis III (mammals); Other	299.07704	10.385	90252714.399703	156946899.690321	135887013.762614	238335064.814277	152958011.499127	148639037.366055	74460054.0939259	334956022.599058	76092218.4343153	31452764.8185323	21286996.7938338	48793540.0705668	10974337.477689	31256760.1903318	28625580.3784539	113229055.151814	57145914.2500093	14385990.0678562	134924075.897397	114880029.413063	74372366.4465656
Compound2049		C8 H16 F2 N5 O P S	Metabolic pathways;Pantothenate and CoA biosynthesis;Other	Superpathway of coenzyme A biosynthesis I;Superpathways of coenzyme A biosynthesis I;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of coenzyme A biosynthesis III (mammals);Superpathways of coenzyme A biosynthesis III (mammals)	299.07707	4.258	57333939.4393448	122733124.476102	96228564.4958617	219205503.794627	123934555.130544	201969800.072313	54817181.7483723	161649890.69803	67411957.40745	49892536.270874	28795473.795326	33850102.1206206	51688055.8419093	66862656.8803739	76845096.5642331	111520382.218565	65645223.3558806	49724174.4992903	188955591.577157	123625029.738935	94199272.0550901
Compound2050	1-(2-Deoxypentofuranosyl)-N'~2~,N'~4~-dihydroxy-1H-pyrrole-2,4-dicarboximidamide	C11 H17 N5 O5			299.12158	3.654	79783461.0432627	57527163.3196383	88409608.5678959	64661262.01213	31962103.3972782	81066366.1250972	58700448.6512926	40279993.8404049	25902782.2803728	66451831.4154185	35918875.5967702	39327952.2308485	70213792.108832	47018176.5612312	43798790.8135914	34408967.6447976	838255.077676702	2977631.76410049	70268909.352088	62367697.287646	56422557.7981047
Compound2051		C9 H19 F2 N5 O2 S			299.12169	3.886	79783461.0432627	57527163.3196383	3318929.88593626	1616434.60545844	3335650.0104862	14365025.3904186	3251349.28884503	4685892.49077347	25902782.2803728	679617.541957735	912775.940493308	1040028.54972243	10957467.0717009	1480595.14939971	1378599.20954983	34408967.6447976	83866737.9541908	28779349.1597634	2309711.94957962	4337367.21106855	2502095.12684192
Compound2052	; 3-(4-Dimethylaminophenyl)benzo[f]quinazoline	C9 H24 F N5 O P2; C19 H19 F2 N; C17 H21 N3 S; C9 H24 F N5 O P2; C20 H17 N3			299.14824	25.265	20752399.6955567	46299119.2235044	34198438.4758585	35086750.6208419	46549204.5721661	36553866.3574655	46955728.3897537	36542439.0435365	86799375.9457071	23200345.5562544	62012103.0627857	56229195.0148207	57308645.1303514	43171964.8429241	97927315.6411017	118518864.299926	39314577.5561199	76810905.3307224	61782569.0384423	44838285.1403745	41882933.6121444
Compound2053	3-Methoxy-17-methyl-7,8-didehydro-4,5-epoxymorphinan-14-ol	C18 H21 N O3	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Other		299.15165	13.837	1000582286.33882	2329487237.86282	2170140755.59641	673064601.38789	1180678576.3929	1226419948.89551	2163503149.2856	616825133.394548	1831785120.60893	1845551222.66246	2622837390.36295	2363070334.45398	2734304548.97007	1728135643.78692	3177973434.48617	2447548624.6814	2408596798.77209	2636238960.82234	1202704034.66998	2292785823.67534	2519613328.64859
Compound2054	3-Methoxy-17-methyl-7,8-didehydro-4,5-epoxymorphinan-14-ol	C18 H21 N O3	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Other		299.15168	13.34	2265082649.15963	2854087128.29282	4905708201.20937	1459307718.89001	1861631101.08592	1759442676.29658	3930533553.01386	3645507616.85836	3589777482.43218	2433772156.66632	4078038609.5944	3250800389.04205	4420192312.13035	3005713056.38442	4560874127.98486	4242875457.20449	4101143336.55863	4992887208.2497	2446729540.28515	2811138886.37187	4731227466.84325
Compound2055	(-)-codeine	C18 H21 N O3	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Other		299.15214	14.255	84471379.2689537	78867341.96148	159294666.246147	31462276.8955925	21064910.2503444	20154584.817614	76418265.3008203	16027854.8328556	924938.149805448	64802649.7327752	66288631.4934613	53762430.6120289	101488535.64212	7431568.31808273	88242236.2849413	134186282.065309	4951686.70038041	5750332.43096882	42154649.0682723	40157209.1047377	127764547.162408
Compound2056	(1-Hydroxy-2,3,5,7a-tetrahydro-1H-pyrrolizin-7-yl)methyl 2,3-dihydroxy-2-isopropylbutanoate	C15 H25 N O5			299.17254	16.984	45846012.5439528	84925070.9860508	91157958.8560019	17701820.9002156	15599557.4044217	12696087.4008106	19076217.4429427	23522515.573963	76483737.7135186	15933931.3812357	20622073.1987676	31604424.4912576	15854946.4695761	24968106.6462172	22078933.953244	65163344.0538229	22313282.1919782	27474255.0101173	130371015.953231	96937470.5838328	56041028.1075158
Compound2057		C8 H22 F N7 O4			299.1726	13.991	14581988.0965788	35771492.1573605	24561868.9934133	2218430.91297298	1583634.05287704	1635626.59809943	2279883.12347048	2172851.79072846	19968586.8132508	1389073.63494939	1732527.8273419	1893326.86784364	1749276.15505652	1766074.81256284	1696568.0669536	62431898.0699648	2270782.82107649	1766829.40948818	37634096.3169741	64789612.990082	27416508.1603258
Compound2058	Diethyl [(2E)-2-(hydroxyimino)cyclooctyl]malonate	C15 H25 N O5			299.17279	12.96	47720201.6441889	84866511.754348	80224763.5461647	2634694.84355843	1599439.45042942	3434321.18543252	2577325.2617237	2354592.13633473	53561633.9052744	1442141.79871817	1428036.66453325	4882125.7724104	1492970.77528579	1508311.36895669	3500225.99851289	45078864.0589109	8677156.52533047	9925711.79080988	47851564.7401053	79549843.4825568	67507004.3445281
Compound2059	Methyl [6-(1-acetoxypropyl)-1-acetyl-2-piperidinyl]acetate	C15 H25 N O5			299.17319	11.795	35338367.5565358	76881237.4728801	63860980.6702359	1591435.43842697	2578633.23695236	1580588.54270565	1524009.38689603	3261756.76784357	57460458.7797234	2439924.64527689	1683267.96904488	4500979.59006562	2398995.7163777	1898336.54210075	2657446.73632626	46636320.0443015	4988969.67241972	2431843.71509187	47465600.1103014	45737531.485555	44716875.1294377
Compound2060		C8 H25 N7 O5; C13 H27 F2 N O4			299.191	5.271	371738848.31889	706469769.523927	741833422.120257	5158696.76345995	13219752.3384582	6928009.56878897	41590489.8865383	12938109.7236405	232316359.144621	7940931.1702505	22936734.5651972	26311324.6450987	13524336.4538273	43240347.7260021	44392301.2540608	246540192.315736	34708136.0114151	57432113.0625605	168274247.02103	324890033.985635	325638100.573508
Compound2061		C13 H27 F2 N O4			299.19117	4.674	201937723.3339	200056626.896534	155645393.196617	63878037.0793556	4873016.79731677	10864774.0032213	7822616.594547	43457060.2435173	358127757.708689	10517941.3809523	2559359.68497717	2533710.92878127	12172966.2831357	16293700.566685	20578244.2425317	398035931.820328	22692560.4022083	52299341.2749299	534662955.463191	577004757.3874	382577840.063123
Compound2062		C18 H34 F N O			299.26384	22.688	6820960.85189986	4037460.65660362	3807714.54640059	7502152.08515056	7807697.76400616	26242881.990387	36604461.409892	12016846.1440023	3684359.60175403	4615625.91637884	30606819.4647616	86113492.8686335	3762270.94691701	6878012.89263397	4652839.86400463	3747398.94355933	9665322.30849992	4833720.041721	6497398.8629854	4176040.04205907	4711800.76512713
Compound2063					299.26994	14.208	207207787.406184	549726847.844016	404078444.263993	2135774052.38899	586835962.14984	861589143.531832	730515506.958462	525793033.455705	253537351.373587	1309735201.07482	939051694.070422	388881605.207323	507771957.081739	749934708.416831	485062463.376968	221104496.697671	379039073.62167	344218169.889492	542229430.679167	463886711.895177	200792176.16187
Compound2064	Palmitoyl ethanolamide	C18 H37 N O2	Metabolic pathways;Other	Other	299.28172	25.447	768386202.427646	1069645433.41197	316199620.374186	6695742097.38403	4800806851.43867	1038214533.23639	2057138532.4493	2215329368.48234	1020709053.95391	624712002.074131	3678444720.00023	710787812.807716	1222011981.56994	1331665013.46967	1056794507.82835	6011032048.03455	804211882.245318	2260230348.88046	1488620124.86644	2167019416.29415	13456483779.7063
Compound2065	Sphingosine (d18:1)	C18 H37 N O2	Metabolic pathways;Other	Other	299.28179	19.313	112810320.986569	36137772.2748186	13908989.809007	261780001.134224	335619813.328284	206327979.778013	380308247.668657	57511054.2076044	6685579.30298897	189610202.783867	200220677.214554	235374662.872881	13372003.925682	8835952.99630312	11018846.0726588	8378088.48671965	45223522.5730836	13334162.0989715	14855214.0638332	14188412.2430255	8357651.02343867
Compound2066	Palmitoyl ethanolamide	C18 H37 N O2	Metabolic pathways;Other	Other	299.2818	21.124	51229522.4576806	56098908.7073344	30283120.8155519	267599412.244845	55200826.9832844	103342372.627404	85131020.6143232	62228416.1947639	25075260.2717911	69149201.7703303	165004741.476011	108274144.788623	228791089.22993	115308838.853725	112694008.877872	21463013.9797441	41164581.964565	31639784.3427165	428958823.890302	113022063.588162	333247240.521884
Compound2067	Palmitoyl ethanolamide	C18 H37 N O2	Metabolic pathways;Other	Other	299.28181	35.748	43139803.1093511	33558538.6100657	20277964.5170926	19581826.0549756	10564989.3182453	3742087.47863083	48274309.3765836	164950258.438158	127715189.83755	18052460.4975585	6888362.74802519	172331840.676976	181144730.745667	8605665.24741933	68768938.1492449	200995535.554481	12932180.4253488	92486713.1212433	49188445.3069689	11248259.4195878	44319880.8803242
Compound2068	Sphingosine (d18:1)	C18 H37 N O2	Metabolic pathways;Other	Other	299.28184	19.528	119521514.334712	59828046.618994	71812949.7865094	23817112.5052071	269479302.666397	220940112.997791	400926497.56597	280383732.25305	7658625.53046038	189610202.783867	231293010.508848	298696592.491278	125340691.935606	96894448.4411069	66706578.1752499	10164200.2403356	131314781.516437	12215972.5438854	264907538.390152	170994990.074281	169294294.670382
Compound2069	Palmitoyl ethanolamide	C18 H37 N O2	Metabolic pathways;Other	Other	299.28191	25.117	20633345424.7994	30993762601.3468	20057392516.2347	27051745057.198	27496656911.3474	20864521839.6488	26258968202.2993	22738512913.1929	55815208920.4887	28940814077.2244	32962624624.3412	39977810492.7253	81335237265.9535	40306390434.4253	63720965604.3735	72723929332.741	20931908842.3231	39424010646.1403	48102286345.1143	37033691571.3349	51097694946.6539
Compound2070	Palmitoyl ethanolamide	C18 H37 N O2	Metabolic pathways;Other	Other	299.28191	36.042	7428354.68443974	123240806.502947	181045804.151423	6988882.19017705	28390048.946427	26858410.3577428	84792948.9117083	29725783.9942926	86453295.635262	67203302.0725741	6843567.12938789	103789148.74018	169512052.487079	26186029.8380823	57918461.2379869	154686085.855707	57069727.527457	72983672.110744	100775306.366026	51852667.1619518	113534954.896318
Compound2071	Palmitoyl ethanolamide	C18 H37 N O2	Metabolic pathways;Other	Other	299.28206	35.54	51834996.5031262	138311148.581213	19647703.4046668	43674815.8320225	56477456.7573918	43486613.2519828	93788223.7670383	164950258.438158	130776157.621671	28741566.6628093	58757492.8275473	342609775.447037	108116083.961864	97443223.9978897	107665800.581775	198510415.178239	49820776.8791933	86318484.9061169	78513794.1220342	65312344.5754272	171266973.646517
Compound2072					299.42565	25.236	7083069.39960313	16273250.5228278	14224576.1574723	4356879.12253184	24334433.333352	14028194.7028289	24744464.5621287	12866306.1174789	37442401.1135861	8024500.7392571	28584900.6294741	8460557.50894223	49797863.9928612	35102723.9653456	29419426.6951768	8505398.86228303	25700907.03352	59807503.8107427	23112594.0983709	22729145.2252069	12442582.7865318
Compound2073					299.6928	5.051	124305975.903447	195929379.716914	181361196.919516	1775588.44279282	2338669.14540131	1307051.54192972	6502003.61816243	10935442.0019058	131782035.493767	762648.061894754	10062379.7377947	4259982.03375228	1462437.73220595	14613561.5778277	19785151.2809049	123803462.285448	24402115.3476662	23937402.1630542	23279238.3846616	39405702.2911976	44075524.0598315
Compound2074					299.77159	14.213	41300435.3647613	178947336.770473	123271783.775162	520019544.197374	192308548.759206	211617574.421805	173097700.803901	65554681.7463671	54152595.4802549	321775803.777894	218821339.568635	81816168.0681754	120277270.230232	159307839.676814	116595827.344737	73516091.5168128	82325118.0502583	46713202.4055981	129156924.348487	99708175.2436304	102484395.109044
Compound2075	1-Ethyl-3-(4-methoxyphenyl)-5-methyl-1H-pyrazolo[3,4-d]pyrimidine-4,6(2H,5H)-dione	C15 H16 N4 O3	Metabolic pathways;Other		300.12105	13.071	142043184.07105	335821346.165646	217118806.914491	10817177.5601651	4934268.91115863	6927904.16164814	14479695.953402	8937904.43852368	272730745.718896	8822651.60824856	7168729.71106447	8543584.57270907	4895495.23449412	7345655.63790294	11946570.0192447	276095085.425304	1336615.5428852	14074711.387162	192042167.263686	249581521.518557	159713958.993905
Compound2076	3,4-Dihydro-1(2H)-quinolinyl(1-ethyl-4-nitro-1H-pyrazol-3-yl)methanone; 	C15 H16 N4 O3; C8 H21 N4 O6 P	Metabolic pathways;Other		300.1211	13.624	461035026.251326	1072398380.39019	824085526.266409	58811097.1545248	32401868.9784774	55833742.8618915	57742206.6521074	62575147.1888623	1003421330.84713	40113319.1632452	20125615.3136803	47767435.6081149	30834713.3211205	30556275.5130261	54800648.378665	934555689.802275	91085143.0149105	51122115.232958	873784038.643951	987851770.77167	770719994.05102
Compound2077		C9 H25 N4 O5 P			300.15483	13.339	390594629.017607	488188943.288875	804936848.407629	202349370.050949	289610836.950834	238104039.411131	680145261.421663	555957884.25104	593435543.940465	397694509.151036	528025298.341622	546209263.542895	857333107.458336	445498805.900582	628210298.741033	593672391.964943	647047372.895931	806740765.414951	288638093.18513	412899538.232878	644284339.594082
Compound2078		C17 H36 N2 O2			300.27699	17.417	20284897.2092483	20045078.8326116	64279329.6192447	90148627.7548065	27331848.0429269	18214635.9486005	30811810.8965829	11753672.4046022	3703614.49188187	23593328.882598	19039685.7776836	19925496.6879223	55194033.0857557	23396725.2682889	16569479.8428338	8698784.48341263	10585634.8462234	22334036.8472442	151807461.576267	94758765.8553853	58520380.6690989
Compound2079					300.70107	16.683	23654845.1197479	19842096.6345994	27377270.6075073	9116473.71328022	6381504.8432403	10356562.7852799	7180246.45971205	17527938.7480716	9994288.52159396	19236295.8779417	31440038.1223255	20735169.3063168	73954912.1337471	20373123.1970399	18822503.6350062	11869195.5906419	17874799.8127405	32951160.891831	52928271.8701616	30687001.6614045	58207182.019736
Compound2080	Dimethyl 5-(2-hydroxypropyl)-2-(2-methyl-2-propanyl)-1,3-oxazole-3,4(2H)-dicarboxylate; 	C14 H23 N O6; C15 H24 F N O2 S			301.15214	10.912	2230337.25161685	3872704.91760555	4424449.43837442	47573315.6175895	58164482.3566333	34209191.5939075	42083958.4586931	26913103.1922286	2504483.41269147	23854615.1370278	19674257.822293	19911421.2894431	42162554.2723412	10388982.0264925	34333342.9903687	3748403.72797264	38636875.3894568	3496435.64391307	45834955.248989	19855152.004141	38251517.2972555
Compound2081	Dimethyl 5-(2-hydroxypropyl)-2-(2-methyl-2-propanyl)-1,3-oxazole-3,4(2H)-dicarboxylate	C14 H23 N O6			301.15218	11.444	2672774.81871037	6422574.05864333	3366623.63627953	7552565.89557722	31436088.3511893	8353626.01949549	27045873.5357836	20260568.2724608	6922628.27368117	7878114.76337154	7343380.53836875	6468926.03967075	26055864.1413473	6719792.48634683	43090479.4997974	6551879.46375708	26268964.4584114	4231578.76558327	9201105.02448777	4446436.818903	14162436.5849851
Compound2082		C9 H25 F N5 O3 P			301.16814	35.287	14087632.5425043	2950864.97738828	2138025.94095836	885245.691779852	1060099.30671678	8606258.81778748	5588761.50162965	1228721.28241672	21930429.0025989	15381726.7593554	4383020.86387158	2322819.3771836	15641603.7356752	3263028.80094346	2218040.78323657	3621479.27222611	4874655.39449889	10044011.0828146	984826.015769506	2291956.4932983	7465847.24587776
Compound2083	Dimethyl N-octanoylglutamate	C15 H27 N O5			301.18853	10.371	338585410.059104	917963123.019126	1016392989.92603	93006064.8641883	47265556.6270419	5948972.04882535	116295890.697831	101916352.25092	987648936.082937	56484929.2676955	104441639.254654	172227759.795333	85877670.3267253	62418373.4089449	95498828.6401523	1037641428.3468	211213138.889858	82123798.8184164	917249736.855869	995938652.410167	626085471.655365
Compound2084	Dimethyl N-octanoylglutamate	C15 H27 N O5			301.18854	4.853	570605394.790893	1149385533.80248	1019481597.82153	8669556.11909659	37691123.5604275	30456949.0907195	55556077.741205	53071812.7318023	1037831988.23358	32751935.8157451	31056777.5715519	41604242.035647	15609970.6634953	66289014.0954643	44369604.02457	923809749.611937	99553739.0877858	57500850.3402293	589695949.481096	766536861.942638	514629947.777877
Compound2085	Dimethyl N-octanoylglutamate	C15 H27 N O5			301.18854	11.167	428822353.97114	1802166732.2225	1134343851.07615	23451480.6511258	76318985.590428	56834368.8423797	127230018.40085	157225506.169051	1282486916.08572	80404679.0095751	71498368.3675972	123420033.0242	75401027.6853734	56677230.4674459	122247649.373178	1031921961.21873	196172115.846261	98918291.463359	699773753.907285	771190629.352856	530914142.274208
Compound2086	Dimethyl N-octanoylglutamate	C15 H27 N O5			301.18857	4.533	316129138.68263	754688322.722942	532830690.813148	58888223.4539172	4059106.6166727	4458802.3253462	24986991.9839837	36338360.6355768	477448177.246109	16409459.4877443	13257504.1955381	11607538.283597	12797614.5555161	21506375.2348728	38152973.0676196	597480259.6695	47202557.3139605	41919261.0327636	583149012.892029	1254787268.1269	482506133.550589
Compound2087	Dimethyl N-octanoylglutamate	C15 H27 N O5			301.18868	4.266	77768446.0323846	252759198.442493	57265919.010278	974220.319280034	868874.267190742	3085050.43272829	5238926.7886166	4673560.55110415	138307708.633712	3148587.64570014	5194385.59699065	1574427.18670376	7823161.51618564	3283196.57313403	10403278.071802	226846565.034401	8024932.27981296	9291758.71291664	197670829.652754	137334388.049473	140187775.936456
Compound2088	leu-gly-leu	C14 H27 N3 O4			301.19875	18.678	4159353.10240784	9275794.18515562	13910238.6990702	7074574.57462281	6093607.87928628	13650722.8216144	18600734.6440128	15818745.3501432	6381335.2984231	18584349.7157451	42709304.8579735	21762988.138119	22847224.2216789	11715149.3194893	6701058.51848287	7871697.4357994	10619258.8250611	5195587.15465246	21327872.8802934	15308503.1883191	21446202.0173579
Compound2089	sphinganine	C18 H39 N O2	Metabolic pathways;Other	Other	301.29741	20.104	5550659.59335731	20605047.9632454	34694366.7822582	11023877.3686395	67369963.7343213	33296040.3358839	17450353.4295711	41385428.4498547	32308087.2045455	8044711.76910567	38779109.0007724	46021760.1383769	36975729.9808918	17506897.7526654	15548386.632121	24081930.8953825	29914776.5282482	170927044.886207	39235871.3998707	34180570.1389726	24113017.6089487
Compound2090	sphinganine	C18 H39 N O2	Metabolic pathways;Other	Other	301.29754	19.818	2565351.97638024	5414569.45655147	3390645.70642174	26083496.834822	33677889.8518135	22484482.078124	23446073.0120775	2677180.82981734	2943938.82984207	21417547.1035032	21491992.5056245	27577607.7624582	2824055.86571513	2315592.63960624	2692192.00690739	3286975.05839202	3966470.86102276	2327889.40246129	16999071.2282437	6052698.57299063	7064542.60631933
Compound2091		C12 H17 O3 P3			302.03993	3.956	16283649.8202598	36475805.8738169	8740949.45150734	8803634.41946071	5019012.16801105	7837522.89077304	7678700.44747339	11275972.7779821	36177273.6891508	2762786.87859327	4902215.56156353	3244766.02818125	12379910.5029565	18914845.7831015	18588387.074476	45329566.8103751	10358933.9917682	15637454.7627243	43361748.2770936	52930964.6687724	24721997.8602323
Compound2092		C12 H25 F3 N2 O3			302.18212	4.714	780941.433887176	4389821.674814	1349647.77256299	1283707.37028274	1098860.31259695	1361663.88320821	1037119.38465116	1176293.24206216	9618282.44188583	636529.555101713	710377.757366019	627345.151795332	1019636.98483184	927674.044049258	831860.998364821	6719982.07730211	969293.499821087	967368.865465832	5187893.85288895	16092001.6194147	13501975.1013426
Compound2093	Eicosapentanoic acid	C20 H30 O2	Metabolic pathways;Biosynthesis of secondary metabolites;Other	Other	302.22389	23.607	45740563.7159388	144520740.722412	59373987.0355316	336714938.852893	241210639.685653	17205183.4222675	287358400.574413	208890005.286992	61913569.9509586	61891345.6870546	126006141.522529	148809817.171493	147360710.154616	95124625.9640565	208072812.928798	88335933.2741874	121432942.052049	41403399.0043096	54986809.6591526	91974786.7518347	200265780.440468
Compound2094					302.43288	11.852	28524498.9994898	68319644.657623	32353543.0368919	1235082.84304569	1532440.09937185	2469909.30653428	1584686.50974429	1732102.43888007	53134124.0079886	1003726.47013297	2025176.81737981	2646851.39261013	1307358.25540862	1589347.50806957	2469983.60655808	35904873.3682834	3035060.78733628	1686195.72756078	35927930.197341	44939262.7637	51120087.4091638
Compound2095					302.68605	11.738	10371322.1550995	29515785.0686233	16931480.1041912	1029143.20650508	1178511.50279032	960849.020364963	1320453.41340981	3411925.73559958	30591668.4925317	836363.555483741	2518663.35150843	1158301.14777081	1368746.96999895	907358.45084623	1227817.0171982	22011481.453337	4497008.51220131	1854447.69126039	29965459.448428	30590718.4083821	30578846.197577
Compound2096		C9 H11 F N5 O4 P			303.05256	4.208	8683462.20036561	13623447.3569102	11237480.9798799	55194263.9846092	104162734.037271	18904976.7498896	32060296.6408371	19886286.2314217	10015038.5341839	4680844.34734629	10847832.3576612	24468148.8318729	6034690.27680227	8924493.40851474	7607771.80342015	16394943.984972	671717.954895774	691339.96821264	4068376.52803804	7539936.1352557	4496308.15888807
Compound2097		C3 H11 F6 N9 O			303.09911	13.301	10506760.1659011	43780551.2536579	18332621.4039196	1898941.20126103	1910279.24905036	2016871.87247954	2926869.37372877	2927786.79567133	34669614.8825262	1801025.45169985	2662938.06608132	2715007.93502771	2839084.48867147	2376802.46091501	6942947.82180077	32996028.880221	7220690.62647359	2459057.53005666	16811468.3673832	22219919.0018556	31593428.2553246
Compound2098	5-[(2-Methyl-2-propanyl)oxy]-2-({[(2-methyl-2-propanyl)oxy]carbonyl}amino)-5-oxopentanoic acid	C14 H25 N O6			303.1677	11.544	5202641.71548783	19058719.9305942	39892906.6338276	9773710.72500216	21064503.0694652	6068512.62642494	23095746.2229793	8802407.18168411	4021413.61574731	5237587.30625943	5726161.64761214	6624712.03434733	21386744.8723069	18972058.1756419	34419345.9894477	5114318.37962524	12718009.8868781	5423789.59050603	41951489.5666187	11863913.921378	85826337.5648508
Compound2099	5-[(2-Methyl-2-propanyl)oxy]-2-({[(2-methyl-2-propanyl)oxy]carbonyl}amino)-5-oxopentanoic acid	C14 H25 N O6			303.16771	10.918	11264982.0226873	26547317.6357704	75319824.6384375	45740381.7100045	46471868.0066202	21778000.1651129	43278446.6541326	15970929.1614008	5190482.1488397	14111496.3291975	12851508.6541258	15634462.8884821	73800109.0488676	37880162.9236564	47220175.5619693	4956982.24700984	32490710.612215	4003769.24144554	77137808.3803018	39719574.4294355	150574396.846864
Compound2100		C16 H30 F N O S			303.20404	13.628	13972606.2255082	14028717.9379853	30619852.3588381	14212081.2524536	8667131.5571801	13820193.6031151	30528700.4324507	19211685.1612408	29230637.3575318	2814005.81792285	5541378.93284391	7503804.51066451	35185038.3729117	17526574.8282878	19058218.4865091	12713064.1103268	20766411.0391754	12314333.2923895	26226710.4339466	25142279.0992496	38069690.5504371
Compound2101		C14 H34 N5 P			303.25546	18.107	22717713.6998195	23551722.9002712	28862921.5038892	19139070.6041515	10426266.9623312	11868916.7230115	23774789.8322109	13544772.2367757	4335356.56016837	15529315.7201199	32965730.740602	25320466.5129761	65074097.3423482	35110388.5031047	7841883.79535205	21436985.587507	19658968.481656	5458247.71643892	39236439.8825634	13776504.9364886	41861437.3258864
Compound2102	cis-fenpropimorph	C20 H33 N O			303.25572	24.615	59661153.8565435	49362660.8286658	78136333.5816766	59058837.8078739	70170361.9104934	70220417.4591853	116112292.3203	88999175.9533548	135567373.01677	97815389.7134766	133604906.909173	92319772.0274225	244032078.136888	151104876.70039	242497077.671554	90842603.0644657	101043049.002589	175845845.138923	57523982.9678965	45806018.0846186	91867029.6590834
Compound2103	2-Hexyl-3,5-dipentylpyridine	C21 H37 N			303.29195	19.871	61505158.1066879	105957138.192063	83458488.6229305	152619271.513249	95052427.1344752	73282785.9667814	159522710.510903	96729827.7690986	14033846.2409041	125804587.783886	103951237.280117	105943739.128251	19831881.4237479	4871081.56755826	73931689.9254444	42031700.7942306	44631811.7722403	172829777.233494	168492896.133448	162646944.773681	82116412.1802673
Compound2104	2-Hexyl-3,5-dipentylpyridine	C21 H37 N			303.29209	20.072	5463538.53043204	105957138.192063	206323942.49541	152619271.513249	95052427.1344752	73282785.9667814	163674595.118965	96729827.7690986	164749492.320556	11671078.5765656	103951237.280117	111235281.714234	119398241.317799	79027329.2882382	73931689.9254444	177288653.656534	96085754.2912616	1057035731.84106	173569132.141182	162646944.773681	85799867.9786147
