OTU	Genus	Colon_A1	Colon_A2	Colon_A3	Colon_A4	Colon_A5	Colon_A6	Colon_B1	Colon_B2	Colon_B3	Colon_B4	Colon_B5	Colon_B6	Colon_C1	Colon_C2	Colon_C3	Colon_C4	Colon_C5	Colon_C6	Colon_D1	Colon_D2	Colon_D3	Colon_D4	Colon_D5	Colon_D6	SI_A1	SI_A2	SI_A3	SI_A4	SI_A5	SI_A6	SI_B1	SI_B2	SI_B3	SI_B4	SI_B5	SI_B6	SI_C1	SI_C2	SI_C3	SI_C4	SI_C5	SI_C6	SI_D1	SI_D2	SI_D3	SI_D4	SI_D5	SI_D6
42ba267d39c4fc60cd349d25feeacfdd	 g__Incertae_Sedis	0	0.0028	0	5e-04	0.0012	9e-04	7e-04	0	0.0023	0.0035	0	0.0011	0.0018	7e-04	0	0.0018	7e-04	0.002	7e-04	0	0.0011	4e-04	0	0	0	0.0016	0	2e-04	4e-04	0	0	0	0	7e-04	0	0	0	0	0	0	0	0.0029	0	0	0	0	0	0
c5e5fd5c9af649aec207b86dee76d5f3	 g__Clostridia_UCG-014	0	0.0016	6e-04	0	0	0	0.0043	7e-04	0	9e-04	0.0016	0.002	0.0014	0.0015	0	0.0023	0.0019	0.0016	6e-04	0.0019	0	0.001	0	0.0049	0	4e-04	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0.0015	0	0	0	0
cf6638b77d234084c256c5898fe8fe3b	0	0.0072	0	0	0.0018	0	7e-04	0	0	0	0.0033	0.0034	0	0.0014	0	0	7e-04	0.0016	0	0	0.0015	6e-04	0	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c3e8496b70f7341450e298f29c5fa4e5	 g__[Eubacterium]_xylanophilum_group	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0	0.0014	0.0018	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5c6a04232fe7dd4e515c02ec9cecf0b6	 g__Turicibacter	0	0	0.0049	0	0.0042	0	0.0033	0	0.0044	0	0	0	0	0	0	0	0	0	0.002	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0	0.0079	0
bf34422106e5974ddf75216e2c05273c	 g__uncultured	0.0042	0	0	0	0	0.001	0	9e-04	0	0.0035	0.0035	0.0014	0	0.0014	8e-04	7e-04	0.0016	0.0017	6e-04	6e-04	0	0.0018	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405600e715167b5f59ca7a6438a970e2	 g__Ruminococcus	0	2e-04	0	0.0019	0	7e-04	3e-04	0	0	0	4e-04	0.0018	7e-04	0.0034	0.0039	9e-04	0.0018	0.0011	0.0017	9e-04	2e-04	0.007	0	0.0011	0	0	0	3e-04	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	1e-04	0	0	0	2e-04	0
8795c5a86013864dc11f24b89e8cdd8c	 g__Alistipes	3e-04	8e-04	5e-04	0.0017	5e-04	0.0013	0.001	7e-04	0	3e-04	5e-04	0	0.0016	0.0027	7e-04	0.0012	0	0.0017	3e-04	0.0011	0.0016	0.0019	0	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c3ff4c29778c6c86865687a4061a3382	0	0	0	0	0	0	0	0	0.0013	0	0.0157	6e-04	0.0054	5e-04	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0
f1b5d72cafaaea7b61c531cb90452d9c	 g__uncultured	0.0037	0.0013	2e-04	0.0021	0	0.0012	0	0.001	0.0012	0.0012	0	0	7e-04	0.0039	0.0015	5e-04	7e-04	0.0018	6e-04	0.0011	0	3e-04	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
811f358e4e89eecbd75298ffce878cba	 g__Lachnospiraceae_FCS020_group	0	0	0.0012	0	0	0.0016	0	0.011	0	0	0.0017	0.003	0	0	0	0	0	0	9e-04	0	0.0013	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0
51111e66d97d8fd3f0bdf584d69c7835	 g__Lachnoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0.0056	0	0	0	0.0028	0.006	0	0	0	0.0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.0079	0	0	0	0	0	0
0f276b28ea3ba352f6fd667c1e298c38	 g__Clostridia_UCG-014	0.0014	0.0052	0	0	0	0	0	0	0	0.002	0	0.0016	0.002	0	0	0.0034	0	0.0039	0.0016	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0
a6814253a38248cacced10ba5b2e3b1d	0	0.0048	0.0017	0	0.001	0	0	0	0.0014	0	0.0023	0.0028	0.0012	0	7e-04	7e-04	0.0011	0.001	0.0018	0	8e-04	0	5e-04	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0
af140e3881d1c74ce8b17a5c8979dfa5	 g__uncultured	0.0028	0.001	4e-04	0.0012	0.0015	5e-04	7e-04	6e-04	0	5e-04	0.0033	0.0019	0	0.0016	0.0017	0	5e-04	4e-04	1e-04	0.0017	0	1e-04	0	0	3e-04	0	0	0	8e-04	0	0	0	0	0	5e-04	3e-04	0	0	0	0	0	9e-04	4e-04	0	0	0	0.002	0
15029a53d91a033bae30c1ad032ad804	 g__Lachnospiraceae_NK4A136_group	0	0.0093	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0083	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036	0
4380abc163ecefa354d7002925971253	 g__Roseburia	0.0019	0	0	1e-04	0.0022	0.0012	0	0.0012	0	0.0059	0.0023	0.0018	0.0022	0	0	0	0	0	0	0.0021	4e-04	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0
b4138e283c45cf0bc5387f9794bdfbcf	 g__Lachnospiraceae_NK4A136_group	0.0037	0.0041	0	0	0.0017	0	0	0	0	0.0046	0	0.0043	0	0	0	0.0011	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27b0bca5c048a9dfade9558dcf685681	 g__Lachnospiraceae_NK4A136_group	0.0018	0	0	0.0013	0	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0193	0
42b19649d05c98ef9fb16195a409b87c	 g__Roseburia	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0.002	0	0	0	0	0	0	0.0033	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172	0.0031	0
cfd7389659393519611efd2d73f0afb5	 g__Muribaculaceae	0	0	0	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0.0021	0	0.003	0	0.0014	0	0.0042	0	7e-04	0	0.0036	0	0	0	0	0	0	0	0.0016	0	0	0	0
50c77a7d7927650d7b1a093e9d2c62de	 g__Blautia	0.0052	3e-04	0.0011	0	0	0	3e-04	0	0	0.0016	0.0011	0.0028	0.0018	0	0	0.0011	4e-04	3e-04	0	7e-04	0	7e-04	0	0.0015	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0
aa47f97eda87d644573886511f2ab067	 g__Clostridia_UCG-014	0	0	0	0	0	0.0014	0.0015	0	0	0	0	0.0013	0	0	0	0	0	8e-04	0	0	0.0013	0.012	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0
27f098662c8f87b4aaff903d9c0f28d3	 g__Bilophila	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0.0019	0	0	0	2e-04	0	0.0015	0	0.0069	0	0.0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4eb53a520f214f1caa432f16967223c8	 g__[Eubacterium]_xylanophilum_group	0.0021	7e-04	0	0	0	0	7e-04	0	0	0	0	0	0.0024	0	0.0123	0	0	0	0	0.0026	3e-04	0	0	0	2e-04	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0
25773d17c98ca4f1cbab85bb7a20ee07	 g__uncultured	0.0022	6e-04	7e-04	0.0041	0.0018	0	0	0	0	0.0012	0.0018	0	0.0047	0	0	0	0.0016	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0
5f09e0e726ecafb8d3d90d9237c33017	 g__Roseburia	0	0.0057	0	0	0	0	0	0	0	0.0026	0	0.0036	0.0013	0	0	0.0013	0	0.001	0	7e-04	9e-04	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029	0
0aaa3969d0e930db8506d5e65a793462	 g__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0246	0	0
0e6645acd71bc7e1dc285638b8c3b44b	0	0	0	0.0012	7e-04	0.002	0	0	0.0013	0	0	0.0057	0.002	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0
26bc4ca5910ef1a0ece5590c533f6086	 g__Roseburia	0	0	0	0	0	0	0	0	0	0.0119	0	0	0	0.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0
b2de7f61a39f051d643c50d653a6fd07	 g__[Eubacterium]_siraeum_group	0.004	0.0018	0	0	0	0.0011	0.0024	5e-04	0.001	0.0035	0	8e-04	0	0.0011	0	0	0	0.0012	3e-04	8e-04	0	0	4e-04	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21a5f035ee23a6b58a9fc3c96908bbd7	 g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0.0068	0	0	0	0	0	0	0	0	0	0	0.017
1469ca5085a01fb6f3725632b315675f	 g__Clostridia_UCG-014	0	0.0018	5e-04	0.0028	0	0	0	0.0023	0	0	0.0023	2e-04	0	0	0.0039	0	0	0.0063	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0f809cbabf3ac99182581ec095868b2	 g__Roseburia	0	3e-04	0.002	0	0.0016	0	0.0023	3e-04	0.0021	0.0015	0.0024	0.0027	0.0019	0.0016	0	0	0	0.001	0	0.0019	0.0015	3e-04	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0
0f2a5acc53e55f2c9f0c7409421dc5a0	 g__Anaerotruncus	0.0065	4e-04	0	0	0	0.0019	6e-04	8e-04	6e-04	0	0	0	0	0.0036	4e-04	0.0031	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	4e-04	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0
501a3e687c65822914e1a727e5f43331	 g__uncultured	0.0021	7e-04	0	0	0	7e-04	0	0.0013	7e-04	0.0029	0	0.0025	0.0014	0	8e-04	0	0	0	0	0.0024	0	0.0018	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0
ae56f854ea8f4a95b7950e1c3a9c4051	 g__Roseburia	0	0.0027	0.0023	0	0.0016	0	0	0	0	9e-04	0	0	0.0012	0.0012	0	0	0	0.003	0	0	0.004	0	0	0	0	8e-04	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0.006	0
fb3376cd5dd7b9f4c866e17253a3e5db	 g__Lachnoclostridium	0.0028	0	0	0	0	0	0	0.0015	0.0018	0	0.002	0	0	7e-04	0	0	0	0	0	0.0018	0	0	0	0	0.0013	0	3e-04	0	5e-04	0	0	0.0033	0	0	0	0	0	0	0	0	0	0.0018	0	0.0017	0	0	0	0
e24e7b9b383a4e46a7761d21ddd703aa	 g__Lachnospiraceae_NK4A136_group	0	0.0012	0	0	0	0	0.0013	0.0014	0	0	0	0	0	0	0	0	0	0.004	0	0.0072	0	0.0019	0.0038	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81f59f6a76c8682de1719c97b5b24173	 g__Butyricicoccus	0.0026	0	0	5e-04	0	0	9e-04	7e-04	0	0.001	0.0011	0.0013	0	0.0012	0	9e-04	0.0011	0.001	0	0.0015	7e-04	0	0	7e-04	4e-04	0	0	0	0	0	0	0	0	4e-04	8e-04	0	0	0.0017	0	0	0	0	2e-04	0	0	0	0.0029	0
ee6f1ad3007b7380824da57876e6c8c3	 g__UCG-005	0.0014	0	0.0014	0	0	0	5e-04	0	0	0	3e-04	0	0.0022	5e-04	0.0042	9e-04	0	0	0	0	0.0023	0.004	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0dd0551c0dd279c12d8a31ad016f0a7b	 g__Lachnoclostridium	0.0054	0	0	0	0	0.0022	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0.0033	0	0	0	0	0	0
bc3d0d57a196e8fed5ab182d002bcb7d	 g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0221	0	0
45b76e49b6500d8d245c2f27f6fbb143	 g__Erysipelatoclostridium	0	0.0017	5e-04	8e-04	9e-04	4e-04	4e-04	0.0023	0.0016	0	7e-04	5e-04	0.0013	0.0043	2e-04	0.0032	0	7e-04	7e-04	0	0	9e-04	0.0023	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b7f725ba67602c67fe58115b4b0a0ae	 g__Lachnospiraceae_NK4A136_group	0	0	0.0022	0	0	0	0	0	0.0027	0.0101	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5fbf02642aa67178b84d734d4f155d88	 g__RF39	0.0013	0.0012	5e-04	0.0027	0	0.0017	0	0	0	0.0013	0	0	7e-04	0	0.001	0.0021	0	0.0014	0	0.0025	0	0	7e-04	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0
bf611493002f5918a68778bde2def567	 g__Bacteroides	0	0	0	0.002	0	0	0	0	0	0	0	0	0.0015	0.006	0	0	0.0013	0	0	0.0027	0.0015	0	0.0012	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3e9d78daeea42d345080748e31ae3dd	 g__Colidextribacter	0.0037	0.0012	0	8e-04	0	0.0012	0.001	0	7e-04	0.0028	0	0	0	0	0	0	6e-04	0	0	0.0046	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cec387e3e89982bf989b857f7c296d1	0	0.0015	0	0.0021	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0.0022	0.003	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033	0
934b1ae719df62ead4cfe21925f42049	 g__Roseburia	0	0	0	0	0	0	0.0061	0.0016	0	0	0.0053	0	0	0	0	0.0035	0.0035	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0
ce78414357068359ddae6a47b6592a08	 g__uncultured	0.0016	0.0012	0	0	0	8e-04	7e-04	0.0014	3e-04	0.0016	7e-04	6e-04	6e-04	8e-04	0.001	9e-04	6e-04	8e-04	0	0.0025	3e-04	0.001	6e-04	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cf0267a31dc6f1b8ee65c913b8f6e4d	 g__uncultured	0	0.0066	3e-04	0	0	0.002	0.0014	0	0	4e-04	4e-04	0.0051	0.0012	0	6e-04	0	0	0	0	0	0.001	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a7d2d21ad4cd3b63db767675641006e1	 g__Muribaculaceae	0	0	0	0	0	0.0016	0	0.0039	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0.0029	0	0	0.0016	0	0.0029	0	0	0	0.003	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0
7621bc2f6369fd4e7d4282f0be76b6b1	 g__Lachnospiraceae_UCG-001	0	0	0	0	0	0.0035	0	0.0056	0.0021	0	0	0	0	0.0074	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0
c9512405c113abd640edd5472f8c1321	 g__Sporosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238	0	0	0
dc6238760f7fb47db3501252a3751840	 g__RF39	0.0028	5e-04	0	0.002	0	0.0014	2e-04	6e-04	0	0.0011	0.0013	0	4e-04	4e-04	8e-04	0.0036	0	9e-04	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b5ad34d760628319baf398eac0c09823	 g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0	0	7e-04	0.0063	0	0	0	0.001	0	0.0022	4e-04	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0
1c281deaf71c6d702d1ddadfa953eac6	 g__uncultured	0.0038	7e-04	0	9e-04	0	5e-04	4e-04	0	0	0.0024	0.0011	0.0025	0.0011	0	2e-04	0.0011	0	0.0019	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7088fcb71de9208e57044c6377cf893	0	0	0	0	0.001	0	8e-04	7e-04	0.0015	0.0016	4e-04	0	0	0	0.001	0	0	0	0	0.0015	8e-04	0	0	0.0017	0	0	0	0	0.0012	0	0	0.0011	0.0011	0	0	0	0.002	0	0	0	0	0	0.003	0	0	0	0	0	0
924668f542df9de35c2226e4a6cf09bd	 g__Lachnospiraceae_NK4A136_group	0	0	0	0.0029	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0.0026	0	0	0	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0
60a2e0a4d6760de56ad66a42a4093dc5	 g__Lachnoclostridium	0.0037	0.0021	0	0	0	0	0	0	0.0013	0	0	0	0	0	0.0014	0.0022	0	0	0	0	0	0	0.0021	0	9e-04	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0
e73324a8a0475600c6753f8dd1884617	 g__Lachnospiraceae_NK4A136_group	0	0	0	0.0131	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b8455681fc92d051fdd023aa62417fb3	 g__Lachnospiraceae_UCG-001	0	0.001	0.0074	0	0	0	5e-04	0	0.0129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
008a1de1634f83f81f89d8fdfcb7d34d	0	0	3e-04	7e-04	0	2e-04	0	0.0022	0.0019	0.0014	0.0015	0.0028	0.0023	0	7e-04	0	0	0	0.0023	0	0	2e-04	9e-04	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d06a285ea63bd5cc53a4b0e46d0cdd72	0	0.0029	0.0012	4e-04	0	0	8e-04	6e-04	0	7e-04	0.0043	4e-04	0.0018	0	0	0	0	0.0011	0.001	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0
b03c6b1b9605b21f1ccef79b4aaaff0c	 g__RF39	0.006	5e-04	4e-04	0	0	0	0	0.0027	0	2e-04	8e-04	0	0	0	0	2e-04	0	2e-04	0	0	0	2e-04	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0
8ebb10c349091b2a538588b9fab7b752	 g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0194	0	0
a9fa77fde69f69499b9e8a7567be8836	 g__Clostridia_UCG-014	0	0.0061	0.0024	0	0.0017	0	0	0	0.001	0	0	3e-04	0	0	0	0.0012	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c601986784ec5352196d3bc7278277b5	 g__RF39	0.0084	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0.0023	0	0	0.0011	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	2e-04	0	0	0	0
b5a69fb7a66fdb2bf437bd286b439706	 g__Alistipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0.0013	0	0.0042	0	0.0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d9868507ed2f950a7acfcf9ed2b6a95b	0	0.0039	0	0	0	0	0	0.0035	0	0	0	0	0	0.005	0	0	8e-04	0	0	0	7e-04	9e-04	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0
b626f138b38869370e731ee3adb7cb20	 g__uncultured	0	0.0023	0.0013	0	0	0	6e-04	0	0.0015	0.0012	0	0	0.003	0	0	0	0	0	0	0	0.0029	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0
971b2a7d4c04421c41b017e50d125bfb	 g__Roseburia	0	0	0	0	0	0	0	0	0	0	0.0022	0	0.0034	0	0	0	8e-04	0	0.0016	0.0041	8e-04	0.0024	0.0014	5e-04	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	3e-04	0	0	0	0
c7618efd9393c801e5152a0b166b20e6	 g__Clostridia_UCG-014	0.0039	3e-04	9e-04	0	0	0	0.003	0	0.0017	0	0.0012	0	5e-04	0	0	0.001	6e-04	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0
84977ba94188c5d008f9861e3e14d0a5	0	0.0015	0.0031	0	0	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-04	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0
959b9a53f413963f0de2b48bc4ceaece	 g__GCA-900066575	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0.0033	0	0.0015	0.003	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-04	0	0	0	0
715a5706f5ea5356f6c4772dc98d6430	 g__uncultured	0.0013	0	0	0	8e-04	7e-04	0	3e-04	0.0022	0	4e-04	0	0	4e-04	3e-04	8e-04	0.0024	0.0028	0	0	5e-04	0	0.0014	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	9e-04	0	0	0	0	0	0.0013
11397adbcc3ae7ea2d586775e298a19d	 g__Sphingomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212
2b33752353804e5616919765189fded9	0	0	0.0017	4e-04	0.0015	0	0	0	1e-04	0	0.0022	0	0	0	7e-04	7e-04	0.0079	3e-04	0	0	0	7e-04	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eb780084d3c5b406ff6ff7a4734850ec	0	0.0014	8e-04	0	0	0	0	0	0.0014	0	0	6e-04	0.0024	0	5e-04	0	0.0012	0.0021	0.0011	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0
3ee3085cd6f25c2449332df3675b9eee	0	0	0.0026	0	0	0	2e-04	0.0087	0	0	0.0013	0	0.0021	0.0011	0	5e-04	6e-04	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8400dd8baa70ab70f07c34b0d0024559	 g__Afipia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205
898eb92ef2d1ef893f7d0c383527b44d	 g__Lachnospiraceae_UCG-006	0.0021	0	0	9e-04	0	0	0	0	7e-04	0.0037	4e-04	7e-04	0	0	0	0	0	0.0014	0	0	0	5e-04	0.0027	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0
2cc48a1933a671b087ef58c7b186d55f	 g__RF39	0.0021	0.0035	0	0	0	0	0	0	0.0014	0	0	0.0024	0	0	0.0032	0	0	0	0	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b03b4e824c1d7028167ed8ffccf217d	 g__Clostridia_vadinBB60_group	0.0013	5e-04	0	0.002	2e-04	3e-04	2e-04	0	0	0.0014	4e-04	0	3e-04	0	1e-04	7e-04	0	8e-04	3e-04	0	1e-04	0.0024	1e-04	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eb51a6482b09f0c5962e362d2d23abb9	 g__Clostridia_UCG-014	0.0035	0	0	0	0	0	0	0.0024	0	9e-04	0	0	0	0	0.0014	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
