Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: A1-GenX-colon.raw (F1)	Area: A3-GenX-colon.raw (F3)	Area: A5-GenX-colon.raw (F5)	Area: B2-PFos-colon.raw (F8)	Area: B4-PFos-colon.raw (F10)	Area: B6-PFos-colon.raw (F12)	Area: D1-GenX-colon.raw (F17)	Area: D3-GenX-colon.raw (F19)	Area: D5-GenX-colon.raw (F21)	Area: B1-GenX-colon.raw (F7)	Area: B3-GenX-colon.raw (F9)	Area: B5-GenX-colon.raw (F11)	Area: D8-PFos-colon.raw (F18)	Area: D10-PFos-colon.raw (F20)	Area: D12-PFos-colon.raw (F22)	Area: A8-PFos-colon.raw (F2)	Area: A10-PFos-colon.raw (F4)	Area: A12-PFos-colon.raw (F6)	Area: C2-PFos-colon.raw (F14)	Area: C4-PFos-colon.raw (F15)	Area: C6-PFos-colon.raw (F16)
Compound2169	17-amino-5?-androstan-11-ol	C19 H33 N O	NA		291.2557	17.927	704636.994845025	777520.436782459	213501.266334985	414921.405154932	339906.468836025	196703.896863749	508722.283900127	517424.47744792	187822.293312417	397720.757317537	467474.801408438	92076.5974284279	870341.332784495	282639.330252333	2376718.82312384	703521.353150262	963800.457147454	152196.990239549	273891.987969019	501435.745490686	140858.944311965
Compound2170		C11 H19 O3 P3	NA		292.05581	4.092	518895.003781111	370171.508277887	416359.752937943	2933.6711581432	821971.936943807	855635.219690855	227038.444391227	620927.298294362	37969.0199984088	453557.829970063	824386.314349485	63507.1707369656	93407.6889109664	409807.871887297	278181.284407136	4844.81959017926	45497.8524371848	183195.665916645	3716.13183005725	960404.216548158	661681.611055667
Compound2171		C10 H11 F7 N2	NA		292.07979	4.343	63977.4378703686	43322.7576951646	59913.2575935482	15372.1943617327	329282.47791181	97088.8792486035	23297.4223769616	102240.587972755	29689.2106864762	98102.909616591	84459.4407118264	25924.6784769254	51645.9190485275	62694.9509832854	35511.2162143924	30947.8813221323	49366.3201898835	126027.897716631	19394.9668329247	125410.983663833	70252.9633102739
Compound2172	2-Hydroxy-N-[2-(4-morpholinyl)ethyl]-4-phenylbutanamide	C16 H24 N2 O3	NA		292.17809	14.54	90625.3580789189	56487.046159454	87191.0794535282	20694.8657801487	67241.7662180882	125153.15821959	34628.7057831263	95215.9933046465	23667.562273231	91557.9157723042	96163.9876739562	31742.7614677077	46537.9243366075	72644.3427124533	88977.6601058008	33035.1763396892	43397.5839548252	451294.490981485	34567.5298506834	64842.9202035017	65356.7355029499
Compound2173	1-(4-Ethoxyphenyl)ethynyl-4-n-pentylbenzene	C21 H24 O	NA		292.18328	4.821	69139.3078643967	57907.2480994091	31026.392161684	1430.6345465559	35877.9490371352	29286.1081452316	2762.612579861	5770.98587972104	5312.41978103417	31498.4664836589	57105.093495039	21933.2060966979	54533.6530216982	67757.1092474575	8134.65586210924	3430.82079759874	242998.538301244	107049.566463607	1755.45218973376	13424.3896714729	12152.2754055963
Compound2174	1-(4-Ethoxyphenyl)ethynyl-4-n-pentylbenzene	C21 H24 O	NA		292.18346	5.531	118187.10137577	252913.619943802	217481.073078377	3832.35312680308	316666.498715282	19618.7380049646	27285.8111743637	40501.6076605705	58122.2684050191	287246.58238339	486250.490542652	38679.4448302147	261544.033389441	195885.260298817	457037.627824598	5086.83209293636	59145.2773007056	14814.7968101005	4858.33759569489	53722.5481897841	280807.473035409
Compound2175	dimetindene	C20 H24 N2	NA		292.1937	18.923	668417.103552967	381453.71986773	198339.628082674	302022.812912323	64515.9977513243	104528.379440878	366864.053062322	240355.227012613	167956.215156825	247519.288409839	252974.27592782	113750.79730158	487299.671545043	220741.451138002	488281.825827526	998712.600782409	775408.155368029	75677.2714419398	177329.773731479	182524.968777037	63746.1712452454
Compound2176	12-oxo Phytodienoic Acid	C18 H28 O3	NA	Other	292.20336	15.966	509408.540117589	619196.548166017	656675.356852726	265919.526697438	4392059.05331427	580302.967209502	358606.352459532	746522.978243786	373086.797127211	519966.01269773	842747.314917951	299331.17430655	466475.280015411	636688.959708768	334286.719034214	802240.605384866	489911.92824186	1202070.2553011	530237.384189243	1021214.49205341	545425.445301612
Compound2177		C7 H15 F4 N5 O3	NA		293.11086	4.614	915109.123111342	228131.180764771	283013.603876452	11522.8877609456	2817393.01052908	652254.762516205	266281.169696671	632516.268116309	309457.216040653	274899.592316945	262924.184922617	142801.561745117	1383654.3348446	884730.868529759	757950.682771534	83634.7108583826	621287.631995244	406385.485056678	9323.26442763627	308523.527814851	1092262.87956902
Compound2178	2-[3-(5-Ethyl-2,4-dioxo-3,4-dihydro-1(2H)-pyrimidinyl)propyl]-1,2,4-triazine-3,5(2H,4H)-dione; N-Acetylmuramic acid	C12 H15 N5 O4; C11 H19 N O8	NA		293.11128	5.512	1590872.82797975	1094019.62452741	892554.73819805	15689.3289229236	996091.954453088	403292.909017745	277263.550833593	594287.345119022	205550.763725511	751320.680718548	1010329.82699739	119602.355992977	670857.274825173	451957.324331087	763839.04365959	19227.257968026	44509.8721065923	121985.219309087	12949.234142807	301745.44266059	769425.228852764
Compound2179	; 2-[3-(5-Ethyl-2,4-dioxo-3,4-dihydro-1(2H)-pyrimidinyl)propyl]-1,2,4-triazine-3,5(2H,4H)-dione; N-Acetylmuramic acid	C7 H15 F4 N5 O3; C12 H15 N5 O4; C11 H19 N O8	NA; NA		293.11133	5.101	1459406.57458241	261467.889762387	317402.035403215	36906.4996109506	3401242.48571238	1387011.41041246	146320.535739989	219262.189495533	127392.179870125	411352.29668083	571744.636145059	165068.699185267	330328.910195534	292668.103872921	212544.940195952	82972.5527856651	209820.624695488	800974.290794582	30946.3049079433	1372658.79156565	263185.088227848
Compound2180	2-[3-(5-Ethyl-2,4-dioxo-3,4-dihydro-1(2H)-pyrimidinyl)propyl]-1,2,4-triazine-3,5(2H,4H)-dione; 	C12 H15 N5 O4; C8 H19 F3 N3 O3 P	NA		293.11134	4.399	3613241.23759749	1224858.87191543	1690146.75312902	21956.4002376522	3169716.20954072	1366183.85903472	807940.247444431	938383.36704493	696677.326531129	1057163.74451685	1646983.17626228	303862.914179974	1474794.21860616	948739.108002406	947216.99880161	32045.4147158125	548163.117340754	624426.822584344	29828.8371804509	1565479.41286765	582257.69142727
Compound2181		C8 H19 F4 N5 O2	NA		293.14747	4.448	554801.916131038	179696.405135156	403557.790584372	6420.44158153575	618419.570580923	840521.295100746	77394.6380108336	321964.369132415	104367.247227882	295464.490906612	305173.047847919	107635.546512329	204919.971172987	355261.100880598	182142.085682089	11074.4619368398	259343.749287265	503934.363400903	27604.060431096	564608.442616064	599393.276631516
Compound2182	5-Acetamido-N-methyl-N-[4-(1-pyrrolidinyl)-2-butyn-1-yl]pentanamide	C16 H27 N3 O2	NA		293.21001	5.23	67014.8682032097	551496.854594194	46748.3296359424	4996582.91418123	205579.166425673	234795.191663712	62271.1351565944	22631.3505969143	10698.911610407	39355.0554436799	104565.130794011	93408.5470286505	149391.799469815	185508.141555717	32721.3105865396	2096562.19928398	101595.405764476	449916.697847135	5476268.90930086	56312.8134349047	291203.177730453
Compound2183	5-Acetamido-N-methyl-N-[4-(1-pyrrolidinyl)-2-butyn-1-yl]pentanamide	C16 H27 N3 O2	NA		293.21001	10.882	20920.9059424101	195114.987090564	73458.4983154825	964599.893790539	42302.2628873968	143881.861622329	29359.1106396188	19335.0313791277	68175.9535442515	17519.4343078325	85344.3693993616	30633.7376238588	22643.4641878647	25982.6899352981	19262.5464309684	112760.586654147	58132.2226195488	211500.651284645	1489743.99079201	56128.3061472413	133774.775986464
Compound2184	5-Acetamido-N-methyl-N-[4-(1-pyrrolidinyl)-2-butyn-1-yl]pentanamide	C16 H27 N3 O2	NA		293.21004	10.444	19330.3970788379	652845.415578956	179626.789512908	1424323.07781142	74551.648257622	140603.749447827	146374.817724234	102461.480369914	403299.596070348	128727.613868648	495133.420969915	292922.996703365	35837.6697935389	80048.1232338487	14888.5522348198	1070441.96967581	227749.105981281	135177.458564906	2247366.76321046	72391.6430974633	239821.007348542
Compound2185	5-Acetamido-N-methyl-N-[4-(1-pyrrolidinyl)-2-butyn-1-yl]pentanamide	C16 H27 N3 O2	NA		293.21008	4.662	109717.839493491	2730427.32606079	764979.168786002	91087.2556329067	448002.17405887	692919.679838065	836271.543440534	281864.923804597	2017492.5311949	404457.499334552	1754034.39300279	1561149.60318292	191829.209625737	372794.952114967	47991.8776989906	526554.87048783	896961.145581348	986704.256841561	470454.950035997	117123.374179503	1462080.09395252
Compound2186	5-Acetamido-N-methyl-N-[4-(1-pyrrolidinyl)-2-butyn-1-yl]pentanamide	C16 H27 N3 O2	NA		293.21013	5.572	16895.3083999948	578956.581891672	231184.519298005	296242.44099697	71203.6014009442	86487.4048479355	175801.724739002	86210.8717886728	433027.527719116	148428.929257002	351263.18793299	334972.361252402	73443.4158150455	159532.642476697	22114.9084863754	188901.069165336	114745.349528485	130591.010712973	300396.569100875	25038.1259453603	392669.373361103
Compound2187	2-(8-Pentyldodecahydropyrrolo[1,2-a]quinolin-3-yl)ethanol	C19 H35 N O	NA		293.27156	25.683	1179021.24710746	1269444.16442707	1046746.56160914	860767.335899908	1894025.84042363	1301913.7211519	321968.404577512	1491521.56624741	838480.391115886	919254.227752104	1849981.919433	514914.203545179	2476488.70961039	2058884.64530068	3189709.26806924	2556502.16856394	1714000.12939186	1173072.86779478	1339745.4220374	3202303.10082879	2086987.92377484
Compound2188			NA		293.6635	5.361	47786.2364528222	22895.5703003795	32953.8222209742	10160.9316121835	66466.8138173362	64073.8098641792	9289.12924949044	11496.6527498185	6302.61408374954	23206.8226933436	28929.9993168595	8330.14618116837	25425.784509717	31692.0198448592	28946.2962026874	10477.7690074517	14731.5389439164	266248.787921317	9576.6245777282	41934.5339558694	24047.7095940623
Compound2189		C2 H Cl4 F O3 P2	NA		293.81421	3.455	154991.217356106	460918.980016716	56603.0789984954	91499.6968056313	87922.8576623752	52231.0734215754	194937.412166822	590379.859758085	173302.127263684	87403.4326115209	74059.3628303911	105172.120089478	142332.39704622	239129.609636178	1125217.5229362	94983.2068214719	226190.376772502	185741.632045322	188903.717936096	302386.007052031	160709.999548519
Compound2190	5,6-dimethoxy-2-(2-methoxyphenyl)-4H-chromen-4-one	C18 H16 O5	NA		294.08872	14.812	936308.357465742	1991013.34485303	1639713.31672834	518808.714433203	2059324.21588527	1932428.57775771	1093413.54877798	4559489.6054273	924137.069960921	2942178.50210076	3706218.81394841	1436653.98782552	1050667.93997158	1543133.39922182	2312201.69795794	3380388.15088543	301305.778382254	975294.31247502	765420.903465772	3564269.87032899	1671285.76633842
Compound2191	9-Pentofuranosyl-2-vinyl-3,9-dihydro-6H-purin-6-one	C12 H14 N4 O5	NA		294.09529	5.398	834641.394819296	106128.418781918	63598.4554502228	15373.5449205966	89666.8348567702	101180.599685346	17197.5095074537	127977.692928259	38063.7758977479	58838.8887306732	80401.5053508112	44485.9667520739	22785.3513369568	48714.660018567	39051.7030686948	11740.7128088895	9757.58486197454	32947.1004479758	15809.2251983782	83715.865664844	19133.6727954879
Compound2192		C14 H19 N2 O P S	NA		294.09564	4.349	1565974.76579148	163898.583330395	343826.290946351	61778.712837156	847215.18352079	695362.414551017	102615.005341168	385438.643123739	112951.859173102	188663.605917513	489933.870986752	162929.070433896	192708.635872082	436534.243298471	59465.372915797	111578.174001913	369875.910829635	475423.18120013	79020.3365814628	417398.824417187	503517.383071662
Compound2193		C9 H18 Cl F3 N2 O3	NA		294.09572	4.7	510775.923044472	44975.4701063534	51623.7819200545	24188.2614205044	322635.026377593	107787.751148845	22387.1332717031	78210.9592643186	21866.0302434311	51154.0910358299	88012.8565999148	77262.456522598	18326.2775846404	60053.7291746152	19604.9554454079	31904.8440870075	56955.000789054	208676.066867252	28925.4553132319	75334.4239256528	62078.3318716353
Compound2194		C9 H19 Cl N6 O3	NA		294.12111	12.195	111603.168885948	229548.76378259	352871.571986341	755074.844293049	3834820.4647863	295693.646018999	631963.542655288	1078650.1607849	526572.776375678	461211.719153311	284064.042690869	317024.919027424	159387.175012197	471857.814757906	1270805.45841436	357806.040184419	289128.895087002	907002.253226781	1870582.99275526	273009.735456826	1375685.49207056
Compound2195	Leucyltyrosine	C15 H22 N2 O4	NA		294.15749	11.834	281360.882168441	2144846.55928173	2479078.39379111	388730.98985955	4108666.9371029	5137415.25469421	759053.589499004	2104002.41051985	991646.246923816	67679.752296721	1802391.88585728	492975.014691677	319028.769040448	1674681.99875938	875071.929397452	951574.049212538	850626.349442796	685995.669498049	1305644.19168191	6316565.23844968	1595818.91629323
Compound2196		C16 H23 F N2 S	NA		294.15767	5.455	169087.739400361	95650.1872516657	29548.3013831747	4298.20375589058	1031622.50838059	753095.289717044	41647.7813792212	112767.785396877	51987.7422652739	108977.721090064	85312.3544110798	19602.5453266058	115874.495772049	171631.937375195	21444.3043287682	28705.6994464066	86890.2020846521	488265.845224533	7283.78265089798	362959.348713144	85454.9689187181
Compound2197		C14 H27 F O5	NA		294.18355	18.808	1935941.8084019	1945278.41414581	473020.765349192	2025179.18362857	2563917.43776133	3530235.48908832	2536558.23660859	2241456.13669897	2020485.93568347	2300729.05506857	779979.80388949	1058404.39580203	626484.815998248	1244478.81550815	299504.934202496	10081837.6880736	16858111.3693094	1751945.67053068	2558510.65404111	534635.24879629	287742.457787653
Compound2198		C17 H30 N2 S	NA		294.21349	10.457	5860.73739324699	82005.5783304964	13398.4304005217	211946.382918117	24209.8674524678	17693.8463519484	12872.0556525918	10413.055430525	49160.5918649813	11209.5449596152	73700.5968223028	34314.7844934759	6128.57796426066	10850.1949063732	8179.17556864354	129017.211004254	17652.416924566	19982.1069991924	373482.813424502	9698.37290347308	21948.5110745451
Compound2199		C5 H13 N9 S3	NA		295.04574	4.105	11201.0196983315	12414.2800867077	17759.4257478583	101547713.839673	11173178.992417	23010.335004026	8819.12414648908	14578.7423021196	38745.4705591429	18539.4266205562	18729.1611026621	30356.4836388849	29156.7122684043	15585.7420954243	21498.2107264518	186130655.381062	23474.1484157181	227247.923868523	13649880.128014	312863.852115351	26357.3765856436
Compound2200		C19 H15 F2 N	NA		295.11659	5.586	49645.6305380342	204939.539131534	216845.695634564	8213.69689693563	361772.249765537	122625.822975393	63013.6276684926	88904.0356657772	43752.6676538143	694398.631485119	527155.987919572	107198.301834712	149540.690743015	179323.584066948	191132.911291534	21198.5411536043	60946.7651058865	318051.776464523	38617.5420884858	166393.536045421	477438.540899115
Compound2201		C14 H21 N3 S2	NA		295.11662	10.744	12264.5538839761	287867.839497606	120603.382330148	46234.4702014704	227508.672435433	277759.624730109	112603.829445493	519631.852622623	65391.1754521961	590847.976241881	566372.134926602	123880.564752663	58304.093807853	87046.5378716	211864.391868004	47564.9156832189	10312.8352187141	292770.232760315	129613.753628792	456667.005803965	132116.998626213
Compound2202		C10 H18 F N3 O6	NA		295.11666	4.883	34807.9165394477	32286.6178203816	90954.1727821065	5812.29260586847	299259.720853383	247754.833452035	28408.8487030416	76446.2717295704	21259.449195415	267221.436849766	343307.539836649	65679.972757902	61887.714670338	53624.6334745783	63389.8663121754	20950.7154690962	151964.686118222	565942.135261937	4670.12029014185	188900.929538185	277700.092991095
Compound2203		C13 H22 N5 O P	NA		295.15498	14.91	7669895.45301725	27101427.4399153	20517006.9171312	21467925.1018302	47936449.437684	35193855.8884618	17878976.1204836	78101595.793709	30418904.3583767	26996627.6307286	106915569.928816	34784792.620373	104999504.787131	26399359.8706168	112289032.215477	51508705.2021723	59965020.3231469	37037618.8072035	9336679.32679751	111627037.864665	50210733.4652565
Compound2204		C7 H18 F5 N7	NA		295.15501	23.911	170269.871571258	65636.1276863301	62614.6540853967	47238.3778786703	1318992.11042373	878319.540205983	40320.8647109404	143269.725022234	191411.417998173	101306.612023399	67952.0359515455	76530.9552801117	103478.936113754	133471.807382353	119735.158376285	90339.6598020047	128237.564933784	454517.676090988	137059.089702745	399280.158052754	230073.443159431
Compound2205	Tertatolol	C16 H25 N O2 S	NA		295.16127	11.674	36970.580442063	73466.298262349	57657.068755719	7655.9686172648	202600.763108185	49972.1049671996	40919.5043335746	144533.622581157	29370.9649060836	69135.2293026253	92706.2077492536	16563.3598986089	23161.6139349732	110477.851539864	68440.621109632	40808.8735150876	27059.2988574323	174863.421624043	34555.4105143689	88201.6008379254	52926.6132040093
Compound2206		C3 H4 Cl P3 S4	NA		295.81119	3.436	96126.3621747167	292209.775884139	33999.8600606215	57954.9323453788	61818.7610253348	39248.6211934651	120737.210949255	358337.791412315	103325.290122641	56409.393933863	46018.4203911816	65174.4490359623	92171.1792237505	149876.090256987	716744.80658421	57718.1890286851	152161.860525617	21170.0452673595	137767.444249282	190724.92876799	101214.600606021
Compound2207		C6 H6 N2 O8 P2	NA		295.96069	3.228	2111925.17946412	1904923.03634995	502689.990921483	3042362.9696642	3107056.82906463	2094051.67831411	1415153.65318527	2003846.82095876	1007263.69827773	1347819.62066502	647859.130679848	1482000.36589034	4974595.94217439	2230592.94734521	595507.79253179	5628702.0457899	3704067.29508792	1258893.84347871	2728526.16508112	977949.887308603	2628399.19846362
Compound2208	Methyl 3-(3,4-dichlorophenylsulfonyl)propionate	C10 H10 Cl2 O4 S	NA		295.96778	3.747	318663.420251867	102973.191989007	14358.476277139	4215.32302224467	13177.1359352966	16104.500960573	452895.018271292	123624.142723597	264549.69680444	14193.1588688803	18003.6710055719	167163.087578159	756744.816779516	241258.01262893	16551.6390867566	42811.5100979619	118088.731688124	8802.64403510227	4049.40567686122	16463.3695247903	21632.8119625152
Compound2209		C12 H19 F2 P S2	NA		296.06484	20.516	49600.6189770123	46703.7009026625	85936.8930720573	737958.365129802	1678202.83675175	378874.574307671	338359.295534057	268757.22104582	39323.3528585153	41842.1772697731	99358.8863192447	30129.2156630698	154131.121189322	37692.7851967487	1572163.84829487	1780366.99943152	2115765.4638406	538183.306605267	448358.048539754	1499565.81301392	162856.102941181
Compound2210		C5 H13 F N10 O4	NA		296.11084	4.285	586353.16941821	242113.163867475	218606.847351565	37765.9628300291	293773.340168012	377558.122089637	194373.547754194	588736.690484046	268256.040785276	205657.619596129	205583.610795198	228074.169804158	320681.386677668	711157.660876513	136253.301052055	70025.0123455041	346274.387025644	293503.082673481	39260.9738295685	304889.874582183	414422.053798122
Compound2211		C7 H17 F N8 O4	NA		296.13674	4.445	111451.536756296	143636.692248841	186081.229401146	2060.4695488365	318623.627510353	137406.73462868	43053.4160983332	133742.991340184	240406.137219668	159332.75016032	217121.411156523	104233.671720045	126914.406085606	272513.415539787	59486.8166264926	8039.92783896577	481932.998032444	105721.545288513	2846.14643611313	306210.660986969	252652.631181992
Compound2212		C20 H18 F2	NA		296.13713	5.155	41173.3267840714	33325.718967251	59291.686503753	75650.1284764657	1012361.38904897	693309.49915865	24299.5971118242	40172.9973183819	107184.139916316	55135.0615324149	67513.2428072158	71950.2651122551	12173.052513354	53361.3010523462	45582.8010690894	52208.9270198709	24701.409740046	154205.306172791	53321.8117849875	350203.404176773	292806.97096682
Compound2213		C11 H21 F N2 O6	NA		296.13716	4.816	32343.2623456054	75262.0868266949	84715.3131428739	13565.4674912548	665636.872700173	321723.002847248	46212.0335810048	88119.9897402939	151578.357227093	96430.6006334117	65458.3550428791	172205.879670234	58326.7776849309	71202.1033501705	47382.1700634948	33980.4385777874	70531.1017920308	554648.321284363	16141.1209222893	246866.08768845	362926.274512863
Compound2214	17α-Ethynylestradiol	C20 H24 O2	NA		296.1733	5.577	148116.622828752	316386.819396019	548878.498389506	9946.71062453106	747934.994248848	123669.992383967	78876.0444165735	290507.230792304	94192.3080418018	325180.948599822	404213.733702026	30052.7476228221	234795.270554205	247188.452444046	166769.483667554	24749.6503621094	13284.4730128956	44854.8870052204	21785.0902999666	127527.266373958	312717.23087538
Compound2215		C17 H29 P S	NA		296.17336	4.867	42893.1713735483	35137.6806845487	57447.7153781052	2667.98526433536	74318.8833092193	69244.4549429349	17639.0054376293	69788.4581332637	12841.3223734366	42992.3718173042	56056.2002081848	18498.5299878143	29053.025542792	26403.2438427846	15004.7054599762	8163.55559432647	138080.837611791	350848.249689277	2787.78992292025	91390.7631898497	15300.0229097443
Compound2216	[Similar to: NP-006274; ΔMass: 22.1256 Da]	C8 H24 N8 O2 S	NA		296.17336	5.324	160659.493794311	369509.955188731	195509.436568278	14437.5974795057	1147963.46403857	625146.799441994	51775.8824239543	263061.881656609	62803.5337447475	83089.6484191554	128137.92393724	78844.7498399691	208463.839590875	335670.245106754	170803.878364689	53543.6641863977	106100.870381616	742801.004188356	25203.2264970209	803213.537191418	103877.699137328
Compound2217	(+/-)12(13)-DiHOME	C18 H34 O4	NA		296.23472	23.012	3002935.24462893	6828766.74793526	8826885.03481735	1575272.16978488	23775562.8865978	13473565.051905	2401842.26368422	3970195.04696528	11693130.5113555	6941082.14570359	17190002.083729	3118899.55097823	3494299.62739682	10844221.6707512	3925183.0967548	6224816.13156989	15531104.7640473	12967120.9045613	4137016.7205416	13300808.7360167	23996521.7241963
Compound2218	(±)9(10)-DiHOME	C18 H34 O4	NA		296.23509	21.647	94052.3009226228	300530.882201302	376217.929247309	3738592.59439038	8444399.17996373	3992910.32579785	1105008.37509036	1314980.40312173	331994.714509367	1313580.61220259	335449.973666569	116298.42408469	3974253.2222472	3262135.84883994	6891999.87128624	14798698.8281488	11364620.7492914	3978269.77576274	4743352.05759801	5516108.31781835	6170554.17721883
Compound2219	cis-12-Octadecenoic acid methyl ester	C19 H36 O2	NA		296.27121	25.835	2308324.83492816	2504168.08562173	763493.517122119	33494.0923551431	812965.614085358	2364678.30580899	185483.576998236	2785588.96899519	60230.2286605697	882772.443819535	315745.514964841	317177.616246197	550771.668542252	1433570.45546916	81932.2249550286	77820.867264444	50874.5807605902	2637956.3253052	115032.288656082	1230502.48958606	203407.833232335
Compound2220			NA		296.61647	35.015	1656387.3663962	1290428.44979314	1179971.58329364	3887606.23160657	11240024.1528458	6482868.7116132	3915.88244611096	4945.33256647885	3782.76165133175	4541.01426803087	6450.16004228959	3810.20097194299	4276616.08569652	2247020.82684151	9118.81782614074	1892229.51895036	1687948.79648118	6015341.51077459	3560819.43606037	6529340.21266254	3163469.94956505
Compound2221		C13 H12 N7 P	NA	Superpathway of arginine and polyamine biosynthesis;Other	297.0894	11.587	363815.979556346	285080.719479356	185116.26332835	29814.3266597053	629797.454199052	555264.897134256	90824.0887808535	197992.115832851	145454.945157706	289103.836262039	600023.98378042	67845.6692947041	15342.9302966307	45193.004607641	625772.899991934	159056.206085546	15277.5997869582	144567.051243179	109053.339216881	579720.100869024	65858.2705776515
Compound2222		C7 H11 F4 N9	NA		297.10588	3.949	82117.7379109385	64878.831398308	74423.5958164387	8829.33433256075	102322.388995957	182912.71619689	29890.7237537497	63755.6221168059	3519.81277545882	89239.3833836509	254809.949016059	17182.8912891987	68411.4880728745	65934.2441166997	235932.789915524	21483.1401245417	7470.5884870691	11523.5322445227	10588.7351940784	118738.703000853	132079.177074963
Compound2223		C12 H21 F2 N O3 S	NA		297.12102	5.347	218935.601965726	67714.8041664333	96183.8248470371	14984.0133570442	201225.460222548	144866.053623876	25675.6275650593	75206.5448703018	14201.3001314315	83419.751774934	57525.4659670205	33731.1442719195	56237.2796926805	91766.7786165891	60922.338806924	37451.4883346368	76151.745744654	82569.9052426231	70526.4351835919	729744.498290361	59287.0672361552
Compound2224		C14 H30 F3 N3	NA		297.23851	21.603	136150.15521999	420515.824869499	108594.542098081	484036.781816406	1571994.85069463	652927.497608984	168078.052326262	186147.263264259	118397.03528624	553282.703527779	445695.198359638	193695.589685762	804593.965754857	326263.047475298	733318.655470228	1931763.82848575	1843554.12282323	630251.517856481	888951.355834696	726549.49644809	636712.069454984
Compound2225	Spiroxamine	C18 H35 N O2	NA		297.26625	18.224	309082.987537217	166783.599410416	89346.8378887391	121682.531007662	1013746.93681022	967173.346757304	85042.4371923348	156544.291965163	126848.957524644	251863.748960532	336418.939159044	88700.546454026	3355335.71363761	1077266.92360234	1510142.77198335	1060201.66327155	742536.374153821	648565.287986552	285179.985632476	644127.26022494	407446.738705449
Compound2226	Dimantine	C20 H43 N	NA		297.3391	21.284	3504755.30293416	3266081.83264524	16123641.2199481	84012.7409841945	179774.939470057	323112.309819862	336558.543407437	1081631.53714963	586350.412386409	8177408.39684254	6400570.48239902	260328.370812137	309585.6610757	152751.547638981	474580.995082916	135224.228496077	47245.7248930258	145179.405504999	113784.946446298	1756956.49302724	598461.280348317
Compound2227	Dimantine	C20 H43 N	NA		297.3391	23.243	36701134.4281291	70128132.9247332	42454285.9547257	32609987.7164438	95402626.6150058	69970442.7711108	35637500.9063742	55662808.0177518	39064707.360788	50707810.5952771	135484980.762607	19497470.0594359	95678861.2100848	103834268.74127	121961027.327393	49914700.8454802	133073329.836033	53891511.8075492	21545975.3916392	32669719.0746103	57985083.3519114
Compound2228	Dimantine	C20 H43 N	NA		297.33912	20.559	18489938.015372	17540391.2782584	4283756.21657334	341572.33012055	4842453.89532692	7041880.14173933	209440.433675139	748258.010898452	4445331.72508396	15413788.80701	1794451.41995791	692254.90819743	452864.9095642	228609.451160476	895120.975551516	2206412.09716468	4876338.32447935	4399528.93189396	160646.768632267	34683718.4693647	12791650.1597299
Compound2229	Dimantine	C20 H43 N	NA		297.33913	35.463	13663.4952639516	23332.2587315348	57522.8250546275	5299.01348314123	28730.9834685712	11553.006262376	3349.70229243605	2699.21036357697	15809.8262423657	8626.2264646955	30941.3133082157	3827.3495414623	10793.8535398227	4859.18765822163	7384.33919606566	2587.37471163068	59490.7997808908	5858.57111836771	25020.6041152772	158435.221163365	9402.25596713245
Compound2230	Dimantine	C20 H43 N	NA		297.33928	35.677	11532.0545058394	127037.08650923	52676.9646465146	6874.30734299038	14535.2285901674	16501.8434979859	15692.3649883988	8955.70005890051	33956.316894645	54072.9165718398	92682.4535493716	11569.0603355433	13152.4618078104	20262.7172414187	12520.2613356785	5138.28045099674	66630.2499588713	2849.1884523173	25083.0591783162	39315.5783767301	14093.6787099233
Compound2231			NA		297.61485	14.524	6572.75418043596	9135.4449513909	7281.24571913597	45824.2296322426	369367.537926752	324155.16787954	4822.90498130823	10947.4977133412	14265.5636558809	7769.86284049736	13081.4627665502	4818.55956990346	11199.523975281	9244.07570024284	14235.9042939129	10826.3826829179	8941.69169129294	314002.83622835	7175.82341192592	14225.2362689249	8879.76517987202
Compound2232			NA		297.61506	14.849	17284.6812379239	11464.2023197734	10785.5438039015	538476.922018489	32660.6243323575	30465.1671207117	7654.69460215083	26370.414810254	8644.23493309436	25593.376354075	18286.218958589	9246.83636271324	16049.4619018475	13394.1169637706	24708.28379762	13198.3917164656	10705.5650512716	308520.006821005	10296.5116868116	20389.3224846285	12187.6426808115
Compound2233			NA		297.62416	0.232	763119.741183678	534654.079064152	18725.6367432029	858404.379362279	5244580.84722603	35586.7096178249	1370111.59714369	489633.468834485	49677.1302547057	532100.808770188	463696.718435185	303040.569416471	2586397.71049498	1440264.42908705	1532480.65802792	8320.01411256391	284408.163402802	106123.066693555	1419345.33012793	197317.70503216	23847251.5600255
Compound2234		C4 H6 Cl2 F N2 O2 P S2	NA		297.89764	3.402	210152.933650986	402819.347575257	23283.9099963284	547877.556171206	96380.4772618265	51800.1477534566	317252.60007287	867934.029676761	131986.165733458	90306.7021196239	24463.440383218	269002.609031012	1173515.51115485	251492.018847576	1122560.80312922	272841.228855092	210631.68853181	175138.727859656	456213.524183054	1113339.86171395	265224.475251377
