Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: A7-SI-GenX.raw (F1)	Area: A9-SI-GenX.raw (F3)	Area: B8-SI-micro-metlab.raw (F7)	Area: B10-SI-micro-RNA.raw (F9)	Area: B12-SI-micro-metlab.raw (F10)	Area: D7-SI-GenX.raw (F15)	Area: D9-SI-GenX.raw (F17)	Area: B7-SI-GenX.raw (F6)	Area: B9-SI-GenX.raw (F8)	Area: D8-SI-micro-metlab.raw (F16)	Area: D10-SI-micro-metlab.raw (F18)	Area: D12-SI-micro-DNA.raw (F19)	Area: A8-SI-micro-DNA.raw (F2)	Area: A10-SI-micro-DNA.raw (F4)	Area: A12-SI-micro-RNA.raw (F5)	Area: C8-SI-micro-DNA.raw (F12)	Area: C10-SI-micro-RNA.raw (F13)	Area: C12-SI-micro-metlab.raw (F14)
Compound1424			NA	NA	282.27474	19.092	1274218.02363514	772972.46026974	3405885.41126767	329516.782275875	1755973.3428077	92156.7411870892	602078.935209639	133584.371029491	181339.045245431	16306374.4550228	722648.686191947	1395491.30916647	3108299.86364758	6984541.11961186	625235.157116724	436440.225826093	682458.974883397	393671.503003001
Compound1425		C4 H14 N9 O4 P	NA	NA	283.09124	4.182	207028.52398435	605988.896499077	249756.820773426	138827.416276253	265143.968779038	191703.88702895	219961.187308915	317469.245652138	210106.486167566	448968.76961987	167107.374082629	415376.423616994	428835.757965488	519813.045214132	192402.954189699	153753.548399924	168229.267673138	157399.959647351
Compound1426	Guanosine	C10 H13 N5 O5	NA	NA	283.09172	10.184	156862.260379488	871401.200961401	55920.8338261229	37240.6361686115	21755.462351703	524554.767610918	213159.73221032	341261.034740256	277781.367018035	395356.995683916	246474.037307788	254098.265661869	290509.976855378	428865.234467644	306739.523608097	227872.411760281	211958.246745361	36669.2646420404
Compound1427		C9 H17 N O9; C4 H14 N9 O4 P	NA	NA	283.09176	5.454	174386.923424215	403912.051532967	65171.6369020374	24299.1602374554	48082.918832362	98013.2315131684	82325.3055901134	229807.29762828	125234.234335431	246307.958719461	260362.893901629	133832.4150939	324544.305717377	172820.083808324	203827.54757593	157680.599856577	97969.1182675801	24643.1838459287
Compound1428	Bemitradine	C15 H17 N5 O	NA	NA	283.1442	23.9	216142.48772129	39305.8337585359	162221.268387842	608561.275213125	817151.220747444	22459.3438744402	80206.1815830312	33393.5266413415	79954.9696372503	3155138.21791608	57883.4721589159	3836828.89354578	290946.959632386	440794.203716344	385629.053301166	86884.9099091507	38603.3315881101	566585.918330701
Compound1429		C15 H26 N P S	NA	NA	283.15282	5.378	282290.902418614	118068.454233662	368387.802372541	118400.839712646	149527.62762463	66662.6745550615	44468.5480353892	222476.388382412	46798.0747876816	134077.178366454	102356.829125022	38354.3125256257	265019.207412646	783109.006300725	97195.6390435576	148973.825593892	128346.901241833	113363.616424978
Compound1430		C7 H22 N7 O3 P	NA	NA	283.15282	10.218	230955.264771427	143781.947669192	663529.371833801	70685.8818011111	104937.447764575	109187.840699909	137500.212551805	364701.823840357	131779.941772141	261350.512667875	173937.17723996	25609.2152959642	389255.327707477	1367066.16388021	265873.547496798	145095.669103746	105584.306179527	78396.6183265388
Compound1431	N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide	C14 H14 N6	NA	NA	283.15297	4.131	287880.592607518	214570.674796499	1250223.02454301	884097.828498128	451519.642127546	130476.233775753	147874.936838615	179460.860458759	96160.1178767092	467667.010159094	561873.054398886	191084.605556285	970593.653312491	1921569.97418111	655858.817514631	678158.618043247	1968137.573478	961306.151588951
Compound1432			NA	NA	283.25925	26.857	428221.627975893	346770.478541178	1921265.69111806	727481.743316911	651970.463902055	305454.451419406	192808.064136464	325439.394711579	239464.266696048	985332.532013831	1565174.19862414	167159.989501333	1355645.90927582	859005.2778447	861311.618092712	1328928.7823617	1251879.57598856	1068113.87325419
Compound1433			NA	NA	283.78509	3.396	575428.195206941	280279.80452075	235700.328378327	636393.344943243	229841.066918162	445855.511823602	371033.39163833	419076.16592886	376091.795878371	553611.049644763	205197.973931249	96339.3017255	163498.906790167	335326.094026629	262803.831220844	395474.306191771	259277.992186635	460086.365310288
Compound1434	Glycitein	C16 H12 O5	NA	NA	284.06782	15.446	738127.476247102	481142.928576416	257778.769670336	729854.858654637	538806.982026502	61943.7052278983	566948.702420866	106527.01399994	135845.262172908	224279.906385228	440281.39329724	50182.1386493165	1032868.44726406	617253.801540202	233354.671369755	569916.304709689	792316.859063628	289893.083076271
Compound1435	Glycitein	C16 H12 O5	NA	NA	284.06784	14.118	17386.1742736684	219620.363379584	374675.632671046	212982.430364753	242576.524020819	105829.728967203	21652.2024464341	27968.26418852	675573.409452534	74271.1360929573	266252.938498041	14713.7868138597	1080308.53222046	3041624.50334933	167861.578643425	1971965.61306969	195432.113062421	318949.131636729
Compound1436	Glycitein	C16 H12 O5	NA	NA	284.0681	13.732	25248.7495971506	29067.7822584117	2594906.62086762	266559.231316926	3766034.92113376	31690.7916910763	14095.285157215	432155.149178148	65929.0851538738	42558.5101304381	5104160.37675573	18305.86535392	32269.3175272116	208986.554792408	2373870.5613215	198911.768558007	94379.4379329424	177835.830636394
Compound1437	NP-005013	C16 H12 O5	NA	NA	284.06856	13.44	45073.4087507378	165044.868182477	69566.4251421356	539986.250920273	540441.65864721	151256.201621141	51087.8425517401	79140.152702364	377970.485981143	38627.4371851594	551433.425069739	20111.5944437882	304733.255271513	288032.155186568	271021.405263042	996421.792414831	347379.076029265	525011.882349884
Compound1438		C7 H12 N10 O3	NA	NA	284.11073	3.809	70490.5294181456	10936.5187776516	278668.178306598	613480.895839536	154983.662328478	105797.938686947	56592.4622647182	67622.20868509	101751.98592373	145769.798728311	703776.909430719	87144.2146808095	378754.645593006	511926.877559098	1047271.90726506	644901.288240067	1030711.00570062	110166.351869742
Compound1439	coformycin	C11 H16 N4 O5	NA	NA	284.11177	3.547	222929.587526771	78967.9353806759	217516.312524064	171651.313004587	219233.177772002	62832.3912505403	53268.3476944706	54148.391634264	41612.1053020677	307620.074826059	128392.444808474	472666.156187509	214611.009511092	735940.813423586	136634.705549217	223001.275687439	150747.836393749	187041.348201083
Compound1440		C13 H21 N2 O3 P	NA	NA	284.13008	9.982	82573.9409226292	77758.0832198515	21397.545740581	47205.4892956137	37080.5939447398	233235.156819191	80184.2754722647	56790.379225588	127772.046498212	22679.0374911309	122109.82899052	10522.4024219743	10485.8926581033	27778.6121305937	50608.0935646378	38707.517363192	27698.5897619866	81789.5620495838
Compound1441			NA	NA	284.65685	17.003	399792.107222082	162374.637291447	302364.287458644	495587.641661199	445686.963701511	43544.7625380281	59479.4870171498	32038.9194144323	18072.3588088562	558274.463612419	33664.5308016296	40296.6307729762	360492.328790206	830062.327772562	91256.3586219373	911344.547239159	45200.8344171081	401277.602284471
Compound1442		C4 H Cl2 N5 O2 S2	NA	NA	284.89541	3.436	654426.714787663	441443.122018219	77976.910771444	50934.1122542639	163563.383599878	60670.5921460974	366741.282903329	42088.7964539988	21389.5038943136	90302.8887866497	76305.2056186609	53509.3312253989	94991.7830508104	96838.4574302368	42760.7759127354	49746.3207100486	42999.8450863827	30482.9054215736
Compound1443		C10 H5 Cl2 N3 O S	NA	NA	284.95245	3.548	513753.311551036	347063.756060398	152207.350817882	434194.738441885	237175.366118493	180389.156732311	225840.045036843	257842.680494834	166795.942305846	689683.100378719	125616.030115726	478458.723011702	34069.324624499	253356.381474989	190433.107238524	426740.534665412	218699.734615905	426541.461841703
Compound1444	7-hydroxy-4-[(2-pyridylthio)methyl]-2H-chromen-2-one	C15 H11 N O3 S	NA	NA	285.04582	3.724	81977.8060907238	104588.387471664	88979.9260062143	803719.213676717	507089.492919502	129730.151631483	114864.654914654	79626.9792711072	116074.64500656	132991.625171808	1025932.09185692	72968.8912453443	133328.099917697	567156.128878657	596420.005412173	1159479.24862914	1215216.86765027	1182531.9671419
Compound1445	NP-006656	C12 H22 O4	NA	NA	285.1322	4.099	584791.217430945	390533.555020818	554306.500446312	575981.56661293	652956.080770884	156025.127559417	243262.723087064	350986.407857374	112031.688536623	673423.596723128	791141.677534304	332206.685330976	981074.203468547	1051886.45792598	819346.84985592	633373.953778875	931741.766119624	789153.6645727
Compound1446	Leu-Gly-Pro	C13 H23 N3 O4	NA	NA	285.16846	4.191	106670.766557189	60171.3177168212	220313.659278748	149347.412264348	167071.838573256	75217.0827410688	54236.7878332684	99916.9565817536	39546.9583221371	139951.167320394	228959.07227062	104290.092215463	279580.53683003	427928.263941836	324243.856406939	182547.897001193	162352.006942537	180871.363518165
Compound1447		C17 H35 N O2	NA	NA	285.26644	18.269	359476.764215633	193319.353658342	1086311.48621425	233789.316409944	1150793.59217781	42733.0137212866	178071.180697109	471827.537149688	57121.2956375214	3173313.48403953	355931.056507526	717609.173433371	1393602.97384673	2043347.81770925	237723.114897031	155015.321888722	1102840.42240329	859521.688743145
Compound1448			NA	NA	285.64266	10.137	54944.424963731	106475.659758421	15737.428664804	6772.12863164	24412.1566513485	63553.9386941844	94739.7579649342	12795.5228436308	8555.21231056442	210312.149975217	15152.9514965981	23953.136551788	30630.701306823	26631.4407810844	10555.4050778463	11356.5878508794	23864.8232380446	11168.7012607537
Compound1449			NA	NA	285.78233	3.359	437987.02149982	386148.484895941	187851.797942754	406942.395726453	150559.039874972	303651.226437895	209524.383400803	257683.070541298	265571.462776017	454464.186432252	156948.309004906	70419.403073568	200443.950873245	239013.333069751	210681.263703686	328233.518885189	200336.24096473	349202.591036909
Compound1450		C2 H7 Cl N2 O8 S2	NA	NA	285.93206	3.193	13837.571176499	14929.3613996276	258857.898778788	654698.272491602	449214.396943776	2470.34632391423	6301.43930442665	5656.79403718828	1356.17294730708	22626.1355969927	212874.314942558	4072.08736087082	242160.7791958	218745.360098059	246966.980267302	301740.075071798	250994.691468837	237088.272255812
Compound1451		C4 H4 Cl N4 O7 P	NA	NA	285.95093	3.072	4293.59717832014	2949.41878916855	1009705.17410978	293570.718134591	319567.43468806	2439.92049597729	2249.45458884941	2522.84696557698	1960.24658811737	8892.73953564319	57691.5643738924	7636.39355145227	471579.181811159	76432.712684581	1019779.41089769	14660.1476707933	15517.6316913248	12336.0312624759
Compound1452	N1,N12-Diacetylspermine	C14 H30 N4 O2	NA	NA	286.2365	4.039	190080.632572969	80504.4577380812	651337.612800297	872506.70675642	233140.167653544	6796.47646292325	111118.433901219	8655.39929439748	5783.8056069351	43282.6903185163	26163.6174654888	40424.7222268495	1148118.75448304	176071.91801409	155371.892424792	42760.8130322896	33145.833389698	32697.6199306228
Compound1453			NA	NA	286.66136	5.418	20729.3601069171	25873.3211252755	38030.4835120617	31264.4250997569	28926.5725370724	22379.7954899312	29637.4612400932	16279.7278648373	92344.729117968	65824.6791072102	28352.6067435173	20077.3855658929	49086.6083609175	69311.6378767787	23265.2314793946	30593.1637121055	38128.4774419112	72577.3090453016
Compound1454			NA	NA	286.66141	10.176	26804.1806893327	58429.2128048016	20549.400528783	45704.0212381755	14237.7727627273	455379.425128952	445933.2440151	20880.9241877648	655463.788369446	94687.5517492402	33844.2018117338	51743.1935898629	19910.7131346445	45377.5600319492	35831.1282274525	33470.0478219575	32512.6839127698	85960.1700521593
Compound1455		C6 H6 Cl N O6 S2	NA	NA	286.93132	3.54	133795.932281143	66117.4301569013	13550.8538264622	40644.8177221043	22440.9531079785	29888.7395586805	44288.8737028491	71168.515181958	31517.519259067	138736.326551558	28943.6594068041	16469.1435355835	17567.7729607339	30554.4537116762	13882.7243345312	70081.5788428437	35278.9737593936	79251.4995936048
Compound1456		C7 H4 Cl N5 O2 P2	NA	NA	286.95165	3.083	4777.9886848488	3746.25655775152	221292.703070534	67969.4820775352	60104.2648036988	2809.31979005148	2855.63367790023	3076.50759596016	2352.27812725233	12903.8850518805	7666.40171378553	8497.90990317509	154864.289393879	27489.052872956	263151.064643958	8515.04186566588	9771.92890638532	8934.85995311336
Compound1457		C4 H12 N5 O4 P3	NA	NA	287.01008	11.31	41178.7580326676	61695.6412600058	494263.568910057	283525.554870832	252625.66636046	6055.98907356004	39113.1710028089	10567.1496858158	8582.54757338571	139863.891323322	83684.838883794	7522.00984143962	324441.249356192	119661.012204747	163751.046286876	98272.2297770291	5848729.05431242	146993.576268041
Compound1458		C6 H22 N7 O4 P	NA	NA	287.14766	5.345	224768.663941513	148786.903289344	172881.968559284	291113.35711336	169544.524876018	170644.496821039	120172.968411974	160354.547957367	103187.614464136	122391.968170227	328039.238013406	69362.3828348103	375920.65160081	428708.8565577	334367.399158786	397307.906525159	318197.508709436	271888.415363899
Compound1459	N-Acetyl-ala-ala-ala-methylester	C12 H21 N3 O5	NA	NA	287.14804	4.106	205367.563358102	81128.311144166	140367.553807874	379507.282224912	203841.710192483	215129.533453261	135865.13799071	96833.6109407136	96919.2520887922	289588.025127397	283485.179369155	108845.604911604	328007.773155998	317705.745616897	195526.261003507	419486.170695849	241422.909794263	287072.991532255
Compound1460		C13 H25 N3 O4	NA	NA	287.18464	4.705	249625.599994138	143799.293169708	39147.1045910991	43920.8266313323	65083.174199407	134777.537185163	160536.195472189	336647.732891602	58531.2708550867	105590.15561803	47451.8941204646	21347.2573877203	127519.641545945	87449.2324238027	82367.3237578042	46237.5882580566	77802.3034577522	49649.1994079185
Compound1461	Leu-arg	C12 H25 N5 O3	NA	NA	287.19536	10.158	1120155.96219029	639768.95605287	706516.743051226	934911.474687845	1001785.63909628	1439384.69240605	1030156.86361655	2908379.29303492	842558.607533585	3696863.33381459	451072.752773611	551247.246232899	977186.415272443	2866350.40698252	1072042.56609894	1352529.55926241	931577.480605624	2629697.04759242
Compound1462	Leu-arg	C12 H25 N5 O3	NA	NA	287.19539	4.107	1571811.56324596	1042014.14110903	1270569.01058382	2380514.23871782	1938016.9105876	474373.663118307	1015084.92330959	1618024.82729798	361129.743561344	4733615.12709959	1486652.70368027	1816587.02606783	2147320.06563059	5556661.97650568	1781820.45719603	1324730.01951552	3704419.80055065	3934867.12838229
Compound1463	Leu-arg; arg-leu	C12 H25 N5 O3	NA	NA	287.19581	9.933	100046.849312657	69921.0849673353	697441.619243576	203903.49771908	482291.641404321	233953.934644049	84373.021005065	854983.075452112	160953.248578503	588605.608882237	1243533.27694581	46213.8363285292	142866.454213	2079804.56681403	993642.123814212	235890.533634252	182082.635148944	299246.704048374
Compound1464			NA	NA	287.65883	10.552	31401.7930235684	26973.363733009	35597.4574995567	27137.3583037738	34452.4365031674	16127.4523404638	20106.0249240464	34256.8047455777	11921.4086015529	65458.2370684708	34608.8362932386	20553.2012877193	51972.7387086395	64842.0776828503	25950.4278183524	34286.8349227887	340438.75485801	56985.991769967
Compound1465			NA	NA	287.77949	3.38	262869.156722008	198387.312179527	89259.2649863144	158970.698762522	79682.307595303	143912.576978095	147478.779629185	120987.633679547	132574.086985451	202546.959129203	79518.553509244	23112.8222188344	94887.1161874991	107253.461632551	89689.4178624127	146556.862481417	86240.205421763	126756.956913787
Compound1466		C2 H4 Cl3 N2 O4 P S	NA	NA	287.86896	3.264	960052.386200905	577069.007292902	115106.972305356	1165027.72209089	393598.437752927	760312.851306273	482099.960787145	437180.584861248	491306.166463034	677566.951873859	711810.273994068	210913.220501311	104558.476974462	286727.405384505	259867.412253864	1014644.87338892	903083.811357417	1529874.04534409
Compound1467		C4 H3 Cl N2 O7 P2; C2 H5 N6 O P S4	NA	NA	287.91362	3.208	16000.9365329252	11000.4806479101	88433.0380900889	338823.011460078	119366.11094533	11235.3886012604	8353.86412702126	7828.37343688876	8466.40898598969	46705.8119894406	175962.778264522	43210.1465654148	146074.036092757	295569.523119817	32436.0591867897	156651.054226807	139855.33221188	132401.225502815
Compound1468		C12 H16 N8 O; C11 H20 N4 O5	NA	NA	288.14337	4.131	455836.422696867	181202.763211856	295600.139252676	305628.712288824	263401.694417128	83950.2642136593	127054.928869591	247957.479968188	62396.4178673357	616004.610887422	299205.434237251	92411.6840655119	407707.666322789	882315.094751191	237341.528219242	305153.802725988	568659.083038949	341291.141166959
Compound1469	asn-arg	C10 H20 N6 O4	NA	NA	288.15428	3.468	138142.025299049	17966.5847624696	167015.955076211	89037.6272984312	154805.480577	12322.4931654405	48784.5218689844	52295.6311280084	11219.2892869259	378282.422856514	36029.7354022466	226150.588001404	226569.517035865	523031.005156773	147178.153582742	122748.156093367	148905.227860053	100442.357757651
Compound1470		C15 H20 N4 O2	NA	NA	288.15758	13.889	114465.013989068	39127.5249427366	326509.398870905	449941.231263821	351392.025263891	89738.0426609273	51301.8040716022	139687.658485336	63257.8012056412	166878.946277708	302195.589641474	65287.1041244943	444593.674016224	428140.914596444	272989.857127053	221483.525244089	141792.674884313	62011.5364449788
Compound1471			NA	NA	288.16301	12.898	92351.9404504701	124317.821366327	153479.94324746	33840.7780999882	170187.172416502	218723.27760714	114659.59297292	65387.6154412548	74045.4708095792	83174.3318163569	190621.950779686	40342.6184056306	189392.008851403	53815.2685226186	203771.512560009	257969.974832481	52491.7193525451	59960.0554516581
Compound1472	Estriol	C18 H24 O3	NA	NA	288.17199	15.687	180064.277262931	235081.26794578	671123.128490569	2133259.41947159	1004330.03432849	132724.473532014	110683.489830015	162855.025802652	106127.130407408	204040.651746769	506459.316353777	111808.876182266	1069273.63220851	2570749.90323278	1982067.52009298	2961600.64994555	7383863.45318699	9159306.36170177
Compound1473	10,16-Dihydroxyhexadecanoic acid	C16 H32 O4	NA	NA	288.23007	16.817	730195.460136517	243082.706900872	1218908.26681169	498441.978781028	1285891.33801471	152853.545432869	247984.908049456	62636.7144840412	72667.10715855	133894.32472287	1532231.58478333	107594.935862261	966378.583341302	193661.311389889	381378.472153086	1035025.69763466	1178627.4346905	1228774.01014579
Compound1474		C7 H11 N7 O6	NA	NA	289.07844	4.227	725901.47509151	417145.990226375	1334599.42014682	117609.552061158	1489880.563699	73739.6511591485	173031.389327564	406926.924431336	216569.176271944	4355713.23562514	133432.196664402	648412.896447607	685026.282538913	1877236.78988398	505590.717539731	305429.286751487	109359.223051752	54761.3047498503
Compound1475		C5 H20 N7 O5 P	NA	NA	289.12716	4.106	341693.478678593	238737.747147576	377702.717940303	491340.265830573	451661.25558105	165381.712197564	187595.410415134	157500.204534039	102731.815519453	453221.348921808	785840.775565848	165368.686912183	837636.027235983	719561.075395806	420395.194263108	534793.004504517	444512.573750755	609825.257553038
Compound1476		C12 H23 N3 O5	NA	NA	289.16365	10.66	1660696.51855447	623920.456477639	1580371.58732026	241180.390360034	1371002.21919159	1530334.03011175	944703.528604736	3529738.16104603	1528642.03394712	539982.784689502	1574178.48810912	156400.713269881	1582707.02189067	2646667.44631994	1982957.25475913	1440132.00397099	583927.020167929	283055.99426393
Compound1477		C13 H19 N7 O	NA	NA	289.16384	4.649	745605.98523685	130439.827318498	78385.1068679397	52555.3415165475	89661.7104861279	145671.151787728	118028.818836735	301385.060506015	139162.495746441	186998.948052066	62113.8731055854	45452.4456896518	470556.383387477	502921.647076591	73707.9766849303	212237.823404413	112463.041077556	72773.3474247832
Compound1478		C12 H23 N3 O5; C13 H19 N7 O	NA	NA	289.16385	4.198	858165.681596878	355526.745603747	1086404.08311244	721352.058225695	575267.963338298	229743.461831275	363772.765888814	637609.876218288	143608.763423041	930899.552037637	912448.251066586	579590.71711174	1727644.98220008	1837179.43350754	979469.837812797	778075.821451361	1142055.23051004	802743.060823807
Compound1479		C11 H27 N7 S	NA	NA	289.20358	15.661	344574.279392656	320275.621297775	28103.8692787707	27938.9380516559	43932.5191630087	128925.40580268	135605.91019626	118814.821612604	141210.393732036	55678.1165387702	29250.8564338868	36246.017362322	33209.8161244108	54237.4249038459	29868.0075095245	34496.3235247198	33751.409378306	27352.1013191477
Compound1480		C H Cl N6 P2 S3	NA	NA	289.85892	3.204	146624.972782576	130402.431153655	4857.1740556989	4412.89671026644	17000.3243932463	64964.2617927004	62289.3638571543	60795.1426247564	55452.2789595099	11236.1238075868	54618.4433427514	4102.19166553081	4248.90637868199	5505.65312767149	8884.88239384186	16184.3718028282	25487.9717039894	17530.1706011217
Compound1481		C9 H16 Br N4 P	NA	NA	290.02901	3.56	96991.0260803918	54308.9370072069	26482.7753259227	32731.2796173837	35982.3685229545	34127.3060588298	39596.0887650216	85538.855923428	42816.6108242061	113330.247449519	26786.9996986881	56895.4762316144	57779.3459652784	86942.0538550873	55900.1112167745	106931.316867132	71802.441313466	75239.6883457087
Compound1482		C8 H11 N4 O6 P	NA	NA	290.04136	4.249	523756.195284686	368750.572924373	3832163.88966738	86208.9351455845	2441612.1930663	39710.9095810293	145626.306736133	333119.817840025	128683.943916805	11835995.4674133	158337.366836185	1116843.7951253	2957245.67744412	8248005.59257656	403288.507675279	489328.568955174	53767.7443200788	35766.2316013004
Compound1483	3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine	C15 H9 F3 N2 O	NA	NA	290.06109	3.731	116030.85632198	79321.2909364875	3737193.35469487	915422.910390549	1588706.2837368	280722.378761252	140689.847813786	130452.821868153	210946.771364817	933505.0262668	801892.894374657	91588.7226061386	2535606.36965609	3323444.93802906	550835.30039473	851644.828149443	3468028.99516313	1126230.59879449
Compound1484		C7 H10 N6 O7	NA	NA	290.06232	4.193	125167.891216873	503179.340508125	63497.2299578927	78312.9887146085	59166.3669154524	612881.927999082	410598.079164197	387467.655395651	599238.676767646	236134.377561461	228668.843240162	648873.527123736	217110.902401675	409018.390268694	680498.460003624	516838.275454735	371107.788813709	35813.287157697
Compound1485		C9 H19 Cl O8	NA	NA	290.07695	3.841	335353.681784799	138659.836085083	3162963.35188711	3940436.58255779	2220980.87162885	470409.40044429	362467.943182304	280798.908628425	340562.453604044	1346957.24668001	1888192.88020398	379717.296037526	2389655.47941328	3011111.93118606	2856023.88609412	2435393.0910792	2571874.35296267	1576911.43045455
Compound1486			NA	NA	290.63918	35.034	131429.677252661	80951.2765177072	10280.7328465336	12536.949806661	9097.18203314934	6755.65057244926	44826.155450203	63077.6415394276	14308.8366353544	10917.7770051918	10084.9391806788	12042.1325035355	18514.4835427543	17512.6788739713	15880.6637966678	11305.8010969143	6471.92722783185	9668.38707954732
Compound1487		C5 H2 Cl N7 O6	NA	NA	290.9753	4.373	243253.640271361	259133.512716713	41904.845082158	27446.3545492038	43534.3698109395	189632.588754974	341542.938281483	126484.710908714	131174.595604064	93076.6154774564	35962.7066719853	46702.3754711813	49859.5940339939	85276.1851039122	31316.9952412795	42594.2722162925	37392.1520354791	25980.1127446288
Compound1488	4-Amino-7-(alpha-D-ribofuranosyl)-7H-pyrrolo[2,3-d]pyrimidine-5-carbonitrile	C12 H13 N5 O4	NA	NA	291.09568	4.138	88303.7710087517	70586.2297228096	489444.082966983	1319864.53090768	422868.082171189	81505.163332884	87454.2452285197	52308.733973588	54443.7611392616	337474.855175933	942491.560775324	102977.935175703	689070.091204078	661040.736823286	627224.241669193	753055.487580084	540434.096598149	342957.726072848
Compound1489	4-Amino-7-(alpha-D-ribofuranosyl)-7H-pyrrolo[2,3-d]pyrimidine-5-carbonitrile	C12 H13 N5 O4	NA	NA	291.09568	5.425	70084.1173447721	51285.9006712253	451101.114399972	391273.239460699	191389.09313254	59623.4134989723	43054.8786308197	35585.5884343639	50075.3824707344	104598.81700529	748166.958177404	24729.5695096852	347433.641121092	633896.453386416	421750.756660808	463250.979287705	375203.571334749	166253.058344681
Compound1490		C13 H26 N O2 P S	NA	NA	291.14308	4.144	377132.181568765	197772.573394501	364144.503147475	171333.789530611	194839.851468328	150836.611369382	194552.800945539	339550.886378414	89996.3076145092	520420.494516839	444101.913617687	98703.3090186866	474411.186709207	400874.605370651	312805.222898686	254967.441997235	198024.864353478	127498.068134269
Compound1491		C11 H25 N5 O4	NA	NA	291.1902	3.684	349955.519107891	232798.172460841	191820.140507045	18853.9268903114	171946.934433957	226734.112790605	261742.4196447	424757.569172216	181282.011009954	3567268.01569245	45517.6218587787	729964.766217141	130870.564714425	965799.755621494	15253.1788179868	210118.227817714	84035.1550260445	46405.8815335642
Compound1492		C16 H25 N3 O2	NA	NA	291.19422	4.163	359664.204661005	217464.302438464	2414943.55639372	291037.072729717	778573.348844918	23224.2098818644	102082.370860645	155340.728252298	26358.5883739135	523482.420148697	80213.6054500345	58863.7040597737	1158876.64168604	1864505.67353013	524257.534510225	233012.292326864	101056.484864977	116906.620447347
Compound1493		C16 H25 N3 O2	NA	NA	291.19435	13.035	330244.97675451	732973.45007722	1273730.6165554	3839455.16775941	2157336.32872194	491413.003676173	292602.729600517	249457.013869091	673046.230249857	1249325.90654908	1638691.09571649	19154.3466551785	2258033.98481253	3069284.90074287	3487648.20907772	4047901.43423569	2888015.09535204	3540985.80676729
Compound1494		C16 H25 N3 O2	NA	NA	291.19446	10.338	229701.749699784	151673.717234307	1557678.03481788	233518.510486249	740379.266977828	41636.3429966384	102528.464379211	273161.374011176	34539.979267566	737269.649230505	64612.8563962721	21078.280625246	722987.337252341	3036572.77620219	264889.886891696	253957.106105935	21957.1576300957	99591.2821005335
Compound1495		C12 H30 N5 O P	NA	NA	291.21935	14.566	23845.8916815052	17975.4522999055	42884.4721734791	32229.5491211885	44028.9725003439	18194.6814478332	12863.1162126551	18633.4711337685	15569.8293584267	68387.2001882984	41895.9151111637	27417.7113192966	1067941.90417783	184749.11137694	35280.2873616261	35824.0252335299	21506.5125077052	29156.4096758099
Compound1496		C6 H2 Cl N4 P S3	NA	NA	291.88685	4.692	361395.062964021	159880.837596247	52628.3248499405	86517.345583697	155180.875332577	11625.564380416	78071.99126321	12875.5724725951	11941.5368853642	57271.9979879328	26067.788283953	16719.9718748277	42351.6800555624	54434.3391725036	95414.7943735695	26438.9150447878	24347.6129980152	17231.5119181664
Compound1497		C11 H19 O3 P3	NA	NA	292.05568	3.761	95801.0722625225	32317.1157378874	4093010.32606016	2456593.9212158	1488769.25507093	336683.241673924	133288.494228864	111718.759013123	248035.908261418	1082806.10859878	3724834.76080977	39934.9182785242	2837251.81533857	3544857.37987773	1720023.121868	2701397.19286789	2450996.93409155	2528276.21379013
Compound1498	N1-(4-methylidene-3-thia-1-azaspiro[4.5]dec-2-yliden)-2-chloroaniline	C15 H17 Cl N2 S	NA	NA	292.07667	3.42	32271.1885840584	43530.5214657108	69022.2306248643	961678.768938379	199150.150972427	72540.6352078234	62018.0061329435	24651.4772618462	41968.570561233	70925.5204144677	714647.085330613	28091.1630097976	101569.35587929	189474.14988887	616628.692386142	636241.264418569	936126.295713878	373578.582859532
Compound1499		C8 H17 N6 O4 P	NA	NA	292.10603	11.292	18153.8871034923	5918.99060981623	128392.828499913	339271.302733787	41707.2842109554	16732.5111933294	7549.3200522426	24159.4687627718	24070.9951167667	241218.497974181	188384.123644374	23102.9721978259	257266.58388997	100131.447193153	636234.118222913	273099.822066927	237672.680046967	412218.222986241
Compound1500		C15 H12 N6 O	NA	NA	292.10603	11.69	22643.8245795922	10697.384746492	160047.937659573	672505.179979787	58277.9470080669	50280.3530118541	24125.3374468078	41207.2842295344	63064.7112075255	464134.857696156	322263.365000722	97155.2014420575	407718.816746027	311482.324473716	1240314.60863636	1041132.469759	493616.487942263	1222350.50678998
Compound1501		C6 H17 N O8 P2	NA	NA	293.0432	4.189	90368.1344147075	20989.7390519579	221432.849268023	38229.5754271104	84348.4173494462	6636.15311942788	10202.0269211079	76394.3302898192	5466.19378989912	239178.635983673	44943.8666417799	17233.9754502071	303546.265863276	623377.674743392	17434.9735295359	18319.1717177313	23485.4807904278	19605.7253457248
